# Gene Family	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
TAG51:2-FA16:1	0.2856	0.7586	0.8374	0.7057	7.4923	1.2813	1.8982	1.3162	1.1166	1.7312	1.0063	5.0608	0.7792	1.6136	0.4902	3.2075	0.6071	0.6989	1.5969	0.3666	1.5131	1.0173	2.3514	0.7348	0.2957	0.257	0.2372	0.3743	1.193	1.8586	1.3864	0.5389
TAG51:2-FA17:0	0.4585	0.9659	3.0168	0.889	12.5301	0.7532	0.9736	3.0936	3.3873	1.5664	1.0156	25.1241	0.6098	3.7575	0.2055	3.3387	0.5165	2.3874	0.5755	0.4545	8.1681	0.7974	1.947	0.8863	0.2212	0.2888	0.5689	0.481	0.8585	1.8533	3.7812	2.5775
TAG51:2-FA18:0	0.9427	0.8867	1.5126	2.1094	2.8202	0.9407	0.7923	1.8171	1.0399	1.0025	0.9762	2.7554	1.2742	1.0964	0.7362	1.105	0.7172	0.964	0.7907	0.8207	5.9744	0.9402	0.9815	0.8579	0.7504	0.8037	0.6426	0.677	0.9081	0.8618	1.6775	0.993
TAG51:2-FA18:1	0.8957	1.408	2.2554	0.9961	9.4487	0.7339	1.0318	1.5114	1.0468	1.8644	1.0094	6.5494	0.7791	2.1356	0.5546	1.2671	0.5686	0.8396	0.8578	0.5752	2.2877	0.7637	1.2974	0.7684	0.687	0.6163	0.5057	0.5997	0.6193	1.1192	7.4813	1.0039
TAG51:2-FA18:2	0.5989	0.8195	4.7891	0.8796	10.1547	0.8552	0.6216	2.7045	3.2507	1.5035	1.163	20.9102	0.6569	3.8291	0.301	2.486	0.5782	1.9433	0.4462	0.7018	6.4481	0.8356	1.3771	0.8629	0.3814	0.3202	0.7204	0.4567	0.8031	1.5129	4.8004	2.186
TAG51:3-FA15:0	1.5791	0.9061	15.8312	0.8195	12.127	0.7559	0.7563	2.6133	2.7418	2.2406	1.1981	14.8863	0.623	3.9384	0.4204	1.4227	0.2752	1.6718	0.4064	0.2359	3.881	0.5874	1.6327	0.9144	0.8285	0.2036	0.9687	0.5487	0.4493	2.1519	15.1176	2.506
TAG51:3-FA16:0	1.0014	0.9012	1.0951	0.9391	1.1177	1.0109	0.9764	0.9224	0.9474	0.9933	1.0321	1.1577	1.0591	1.1233	0.9201	1.0325	0.9867	0.9541	1.0001	0.9612	0.997	1.0137	0.9813	1.0126	1.0289	1.0055	0.876	1.06	0.9303	0.9919	1.1746	0.9941
TAG51:3-FA16:1	0.3238	0.951	1.2892	0.9517	4.955	1.4473	1.6496	1.1304	1.1096	1.0323	0.7547	3.8517	0.6137	1.0403	0.4195	4.3197	0.9869	0.6332	1.2896	0.391	1.4001	1.5532	2.8815	0.6967	0.2782	0.2974	0.3435	0.4048	2.0927	1.3447	2.4159	0.587
TAG51:3-FA17:0	0.5551	0.9163	1.2747	1.3893	3.1816	1.1634	0.8631	1.3583	1.3283	0.845	0.999	4.8851	1.0368	1.3464	0.6347	1.693	0.5155	0.8388	0.5629	0.4345	1.5128	0.8612	1.1688	0.7005	0.4159	0.4156	0.8542	0.5704	0.9504	2.0842	1.5687	0.9403
TAG51:3-FA18:1	1.0026	0.844	1.2129	0.9515	1.3375	0.9444	0.9956	1.1101	1.0125	0.9914	0.9794	1.3026	1.0017	1.1109	0.878	1.0477	0.9653	0.957	0.9994	0.8502	1.1289	0.9868	1.0059	0.9549	0.9472	0.9448	0.9774	0.9555	0.9151	0.9782	1.4216	1.0562
TAG51:3-FA18:2	1.0597	0.6789	8.7809	0.9855	10.9626	0.7683	0.6758	2.5223	2.0012	1.1662	0.8195	11.696	0.6826	3.0866	0.3628	1.8077	0.3446	1.4096	0.4092	0.4093	3.6903	0.6723	1.2801	0.7547	0.4386	0.2526	0.8108	0.4166	0.5812	1.8652	8.0057	2.0427
TAG51:3-FA18:3	0.5233	0.7903	2.3293	1.577	4.1113	1.6597	1.1384	1.7813	1.6566	1.0067	1.2524	3.1411	0.8989	1.4042	0.6935	1.1282	0.5821	0.9055	0.4829	0.4775	1.4218	0.7624	0.8734	0.6068	0.6833	0.7154	0.7546	0.7746	0.7134	3.0286	2.0396	0.8448
TAG51:4-FA15:0	1.02	0.5225	21.4157	1.0376	5.7827	1.0208	0.5535	2.9681	4.0009	1.216	0.86	10.174	0.4443	4.1919	0.2705	1.7502	0.2886	2.5873	0.2738	0.2633	3.2781	0.5495	1.081	0.8157	0.496	0.2005	1.3012	0.4481	0.5599	3.668	4.8522	2.4211
TAG51:4-FA16:0	0.9839	0.9801	1.0614	1.035	1.1525	0.9689	0.9577	1.0275	1.0339	1.0331	1.0182	1.1868	0.9266	1.1522	0.9112	1.0597	0.9069	0.9565	0.9812	0.9591	1.0776	0.9791	0.9121	0.9576	1.0049	1.0011	0.9473	0.9949	0.9432	1.144	1.1432	1.0529
TAG51:4-FA16:1	0.6854	2.216	0.9612	1.1206	2.1812	1.1318	1.3008	1.2814	0.86	0.7956	0.8192	2.5724	1.0376	0.9146	0.4588	2.3144	0.9832	0.5308	0.8788	0.405	1.6228	1.1578	1.8516	0.6952	0.4826	0.4972	0.6006	0.431	1.6398	1.191	1.8926	0.7832
TAG51:4-FA18:1	1.4239	0.8462	1.7226	1.5031	1.8402	0.9642	0.8279	2.0767	1.0901	0.9177	0.8465	2.4608	0.9496	0.9613	0.7446	1.0111	0.8159	0.8477	0.8295	0.7544	1.406	0.9918	0.7682	1.2204	0.7823	0.8662	0.7992	0.7834	1.0271	0.8524	1.2478	0.9716
TAG51:4-FA18:2	0.8016	0.4891	9.0477	1.3711	4.5967	0.8421	0.4293	3.0881	1.9975	0.6426	0.6567	5.2724	1.4679	2.5067	0.6724	1.1815	0.3224	1.1205	0.2384	0.2868	2.4911	0.6824	0.9913	0.6935	0.3144	0.201	0.8593	0.2996	0.6667	1.2885	2.6486	1.4532
TAG51:4-FA18:3	0.7115	0.6988	4.7429	1.6098	3.4812	1.4105	0.9054	2.0519	2.1186	0.9733	1.0825	3.7593	1.2101	1.6266	0.4399	1.667	0.6501	1.0013	0.351	0.4932	1.5253	0.8079	1.0673	0.9541	0.6024	0.6932	0.9378	0.7164	0.7814	6.2007	1.8054	1.1426
TAG51:4-FA20:4	0.8505	1.2458	0.9284	1.7212	2.3855	1.5985	1.0686	0.8963	0.754	1.0512	1.7191	2.7322	1.4299	1.1523	1.0042	0.9844	0.7243	0.7984	0.6973	0.6515	1.0616	1.1146	0.8682	0.8693	0.9126	0.6426	1.3264	1.0284	1.409	0.7061	1.5464	0.8645
TAG51:5-FA18:2	1.4268	0.9551	3.1066	2.2505	2.9045	1.9108	0.3422	5.212	1.538	0.8022	0.8173	4.3708	1.7168	1.2174	0.4096	0.7865	0.6865	0.7235	0.4242	0.1938	2.176	1.0211	0.5112	0.8259	0.3759	0.4332	0.5539	0.4566	1.5834	0.8896	1.5787	1.643
TAG51:5-FA18:3	0.8102	0.6084	3.2267	1.9933	1.8865	1.3741	0.4964	2.8789	1.1355	0.5763	1.1675	2.0927	1.6235	1.0424	0.5894	1.0406	0.7171	0.8824	0.4631	0.2186	1.1801	1.0367	0.8527	0.5703	0.464	0.4732	0.8685	0.5129	1.0327	3.0952	1.1358	1.1195
TAG52:0-FA16:0	0.9719	4.6056	0.2581	1.0073	1.2417	8.0622	0.7453	17.4777	17.7524	2.2881	5.1817	4.509	6.7026	0.2777	0.0402	0.1271	2.5113	0.4872	0.08	2.014	2.2142	1.8617	1.1271	0.0552	1.2841	0.0925	0.0523	3.7965	4.4426	0.0635	1.4254	0.2328
TAG52:0-FA18:0	0.9325	4.6714	0.2519	1.2876	0.9875	8.2372	0.8283	17.2057	14.9931	2.2174	5.3376	3.8427	6.826	0.339	0.0531	0.1596	2.6177	0.6442	0.0781	2.4582	2.2433	2.6452	0.5929	0.0661	1.3581	0.0869	0.0725	3.7188	3.9931	0.0592	1.4347	0.304
TAG52:0-FA20:0	0.4468	0.9628	0.9642	1.3346	3.7848	2.0145	0.7263	4.7037	2.5893	1.3322	1.2145	14.0216	1.6096	1.1963	0.262	0.8454	0.748	2.6814	0.4819	1.3003	17.6713	3.0716	33.1977	0.5466	0.7815	0.3377	0.2351	2.9596	14.7399	0.4561	1.6096	0.8996
TAG52:1-FA16:0	0.4141	3.7138	2.0493	1.0592	36.7708	1.3613	0.376	3.4272	4.7326	2.0648	1.7112	63.3804	1.7682	2.7151	0.1087	1.3267	0.7114	1.1938	0.1318	1.2767	4.708	1.2135	1.1281	0.4591	0.3027	0.2629	0.4392	0.6362	1.0658	0.6641	5.2037	1.9153
TAG52:1-FA16:1	0.5105	1.3536	0.6379	1.2513	14.5971	1.2191	0.9966	1.6721	2.2384	1.6956	1.3415	9.9599	1.1305	1.8328	0.4009	1.8112	0.7012	1.1454	0.8456	0.8085	1.3248	0.9794	1.8497	0.7162	0.3469	0.3141	0.3897	0.3855	0.8887	0.8942	1.246	1.2082
TAG52:1-FA18:0	0.4404	3.0398	1.7006	1.414	32.641	1.4694	0.3172	3.366	4.8175	2.0493	1.6724	54	1.8944	2.8317	0.1072	1.113	0.8137	1.1997	0.1305	1.4567	3.5817	1.5635	1.0087	0.4926	0.3133	0.2389	0.4511	0.5241	1.2663	0.5461	3.0814	1.8098
TAG52:1-FA18:1	0.3685	3.9761	1.877	1.121	37.11	1.1326	0.3286	3.4692	3.8169	2.0417	1.4842	59.2813	1.7783	3.4353	0.1033	1.1879	0.6887	1.4746	0.118	1.246	5.7339	1.5753	1.1308	0.4167	0.2431	0.2207	0.4421	0.5827	0.987	0.7611	6.0307	1.9185
TAG52:1-FA20:0	0.4619	0.8326	1.4343	1.5304	7.4871	1.1617	1.0546	1.3161	1.3458	1.2472	1.3451	13.7484	1.0393	2.1083	0.4623	1.2531	0.4703	0.6714	0.8811	0.4228	1.6398	0.7735	0.9713	0.7768	0.7029	0.4967	0.4967	0.5242	0.7509	1.0725	1.5033	1.1662
TAG52:1-FA20:1	0.3773	0.8476	1.3784	1.3552	5.7194	1.0325	1.2206	2.2135	1.9479	1.3722	0.8505	14.4494	1.1504	2.1598	0.3166	1.4235	0.6846	1.1782	0.8363	0.8252	4.2631	1.1952	1.9834	0.8514	0.4716	0.4743	0.4379	0.5915	2.2566	0.906	1.3969	1.0935
TAG52:2-FA14:0	0.4851	1.2817	1.5341	1.155	7.3479	0.9261	1.6003	1.4208	1.238	1.429	0.904	8.0513	1.9007	2.4866	0.4247	1.154	0.4477	0.726	0.9928	0.5317	3.1171	0.5686	0.941	0.9487	0.5043	0.4002	0.8848	1.0873	0.7654	2.036	2.3815	0.7188
TAG52:2-FA16:0	0.4954	10.5473	4.5996	0.6433	67.8893	0.7754	0.5365	3.9951	3.6996	2.2986	2.058	136.1671	0.576	5.82	0.1467	2.8133	0.6248	3.0591	0.1221	0.5467	16.2938	0.6343	2.2392	0.6784	0.3084	0.3315	0.8248	0.9773	0.3899	2.4267	20.2689	4.1502
TAG52:2-FA16:1	0.3825	3.0453	1.206	0.8587	49.9088	1.0626	0.9317	0.9054	0.8942	2.3704	1.5745	26.5467	0.5868	3.4786	0.2087	3.3913	0.2924	1.4111	0.4965	0.7099	1.4913	0.6757	3.746	0.4954	0.2303	0.2515	0.4152	0.4113	0.7998	1.3044	4.8546	2.3755
TAG52:2-FA18:0	0.4523	1.7481	3.7915	0.9423	30.5107	0.7676	0.3851	3.5009	4.6083	1.4152	1.3991	95.7584	0.7558	5.7304	0.0751	2.8345	0.7837	1.7662	0.106	0.6764	4.2008	0.8539	1.2521	0.7102	0.243	0.2806	0.7167	0.4465	0.9626	1.449	3.9958	3.8262
TAG52:2-FA18:1	0.4632	10.4738	3.849	0.689	63.6453	0.7768	0.4928	4.364	2.3552	2.2427	1.9218	108.9035	0.5027	5.9938	0.1434	2.4894	0.4943	2.6095	0.1342	0.4662	14.7987	0.5599	2.0903	0.551	0.2544	0.3151	0.7316	1.1	0.3288	2.1378	21.3212	3.434
TAG52:2-FA18:2	0.4524	1.7663	4.8308	0.8157	31.5093	0.7421	0.4155	3.343	5.1777	1.4015	1.2771	122.5707	0.6715	7.4923	0.0968	3.9802	0.7489	2.604	0.0889	0.7601	8.9762	0.9201	1.2364	0.867	0.2585	0.261	0.8723	0.579	0.579	2.2102	6.1617	5.4154
TAG52:2-FA20:0	0.5311	1.1562	1.4904	1.3146	5.9332	1.274	0.6106	1.2237	1.1924	0.8668	1.1733	25.7569	0.9627	1.56	0.5315	1.2756	0.6196	0.868	0.5804	0.4358	2.3041	0.9205	1.0309	0.8205	0.4656	0.5496	0.6435	0.5717	0.5635	1.0069	2.3101	1.2859
TAG52:2-FA20:1	0.4341	0.9985	1.3911	1.3299	5.4652	1.1567	1.4186	1.6114	0.8638	1.1799	0.9764	10.2458	1.9944	2.1862	0.4248	1.593	0.5042	0.8507	1.0989	0.3494	3.2105	0.7388	1.3259	0.9024	0.4555	0.4259	0.4664	0.5918	0.6161	1.4553	1.507	1.022
TAG52:2-FA20:2	0.4021	0.5515	1.1415	1.3841	3.7208	1.1778	0.8752	1.669	2.0799	1.1822	1.3392	7.4602	1.3013	1.8948	0.4937	2.6162	0.5272	0.9283	0.6592	2.1443	2.1838	1.338	0.9533	0.8648	0.6573	0.4722	0.4394	0.5603	1.1083	0.8746	1.2214	1.1248
TAG52:3-FA14:0	0.5408	1.0749	1.3884	0.9954	5.4202	0.9087	0.8774	1.4613	1.0985	1.1503	1.471	11.4582	1.4058	2.293	0.5654	1.2653	0.5567	1	0.7691	0.3817	3.4536	0.6408	1.3207	0.6603	0.5808	0.4058	0.9697	0.8984	0.6932	1.5126	1.9523	0.8563
TAG52:3-FA16:0	0.561	2.4405	6.7296	0.8006	41.254	0.5194	0.4891	3.6071	4.9763	1.5704	1.4075	126.1625	0.1763	9.9855	0.1006	5.8762	0.5567	4.1822	0.0687	0.4003	17.1276	0.5713	1.7012	0.9948	0.2222	0.2497	1.0052	0.7461	0.2921	4.0214	12.0258	7.9645
TAG52:3-FA16:1	0.4744	3.86	1.844	0.916	87.6316	0.9027	0.9929	1.4952	0.966	2.0961	1.2061	39.6231	0.7805	3.906	0.1862	3.6621	0.2674	1.6115	0.346	0.5102	2.7248	0.5602	3.9861	0.4299	0.2064	0.1979	0.4289	0.5163	0.8386	2.1647	12.1527	3.4607
TAG52:3-FA18:0	0.5863	0.8895	3.0402	1.8301	16.9591	0.8684	0.3878	3.0391	3.1401	1.1871	0.9566	24.842	0.8886	3.2245	0.1511	1.7945	0.7346	1.0828	0.2043	0.4812	2.5545	0.6373	1.325	0.5431	0.2572	0.2174	0.5921	0.297	1.2572	5.8747	1.6159	2.0354
TAG52:3-FA18:1	0.6734	2.6555	5.6473	0.8416	45.9218	0.5532	0.4991	4.1986	4.1111	1.5398	1.318	108.2237	0.2602	8.2792	0.1122	4.9299	0.5077	3.4099	0.0919	0.3764	13.6533	0.5651	1.7023	0.8893	0.2445	0.2582	0.9914	0.7075	0.4875	3.0145	11.401	7.1779
TAG52:3-FA18:2	0.6032	1.852	6.7165	1.003	33.8228	0.4775	0.4384	3.775	4.7908	1.3957	1.1891	115.1781	0.1734	10.182	0.0893	5.2543	0.5056	3.9504	0.0749	0.3737	16.3681	0.5458	1.5333	0.9794	0.1917	0.2354	1.0128	0.5955	0.3989	3.2746	8.2902	7.388
TAG52:3-FA18:3	0.4456	1.0981	5.4455	1.0756	13.5665	1.1885	0.4828	3.4901	6.0261	1.1082	1.0325	33.6075	0.8222	6.3481	0.1696	2.8952	0.8527	2.2929	0.1142	0.5642	4.9387	0.5988	0.9712	0.9088	0.2642	0.2314	1.124	0.3289	0.8172	17.2745	1.7928	4.5295
TAG52:3-FA20:0	0.6928	1.2416	2.9725	1.0915	13.6382	0.7812	0.4588	2.0586	2.1378	1.0184	1.0793	55.8041	0.6942	3.7336	0.3379	2.4581	0.4891	1.8888	0.2642	0.3282	6.4327	0.7377	0.9157	0.6709	0.3633	0.3505	0.6346	0.627	0.6438	1.7998	4.4385	3.0837
TAG52:3-FA20:1	0.5015	1.0495	1.7687	1.8468	4.3301	1.3856	0.8818	1.8521	1.1955	0.8643	1.0316	18.7012	1.6016	1.4548	0.4844	1.3028	0.3647	0.9729	0.6201	0.3833	3.2015	0.5952	0.9641	0.592	0.4099	0.4048	0.5815	0.5365	0.6893	0.988	2.2102	1.36
TAG52:3-FA20:2	0.4883	0.9155	2.207	1.5268	9.6108	1.6182	0.6392	2.5228	1.8799	0.9559	1.0446	28.237	0.9918	3.4373	0.3209	2.0861	0.454	1.3148	0.6052	0.5991	4.4431	0.813	1.0691	0.513	0.546	0.5128	0.5577	0.6339	0.6429	1.3013	2.822	2.0106
TAG52:3-FA20:3	0.5928	0.6399	1.5666	1.2382	6.1517	1.1908	0.6485	1.8227	1.5048	1.5082	1.2859	6.9997	1.6405	1.7073	0.5934	1.6384	0.7929	0.84	0.594	0.7999	1.8067	1.1274	0.9646	0.4706	0.7335	0.4127	0.5082	0.6633	0.9181	1.1136	0.9926	0.9341
TAG52:3-FA22:1	0.7876	1.1654	1.8091	1.7442	7.3575	1.1718	0.6392	2.3475	2.6398	1.0428	1.38	22.4267	0.9278	2.1056	0.4962	1.7217	0.4428	1.1241	0.4762	0.3657	3.0486	0.668	0.6364	0.9269	0.485	0.5539	1.2	0.5706	1.0042	1.0619	2.454	1.9739
TAG52:4-FA14:0	0.8515	0.8899	1.4104	1.6334	5.726	1.0088	0.6181	1.5162	1.1732	1.1118	1.2121	8.3611	1.4416	2.3156	0.417	1.2805	0.4745	0.8904	0.6877	0.4893	2.2016	0.7545	0.6729	0.7595	0.5468	0.4268	0.7753	0.7611	0.8301	1.0362	1.9649	1.4471
TAG52:4-FA16:0	0.4773	1.0047	8.528	1.5338	14.6945	0.522	0.4561	3.2041	6.6966	0.9832	0.7624	76.014	0.1636	10.825	0.0435	8.1362	0.5497	4.2935	0.046	0.3871	13.4714	0.585	1.1316	1.1159	0.1465	0.154	1.3189	0.2684	0.2926	5.6144	4.0649	8.4351
TAG52:4-FA16:1	0.835	1.1808	3.7468	0.8601	54.3868	0.7506	1.4032	2.2485	2.287	1.6212	0.7671	58.2627	0.4135	5.9632	0.2039	3.2929	0.2965	1.7767	0.1809	0.4318	4.9774	0.5233	2.8627	0.6965	0.2107	0.1654	0.8506	0.5212	0.78	4.7399	8.6244	5.0896
TAG52:4-FA18:0	0.8249	0.6051	2.8717	3.053	2.8373	1.2045	0.5167	2.2471	1.033	0.8841	0.9078	6.3053	1.1811	1.6391	0.3876	1.3357	0.4599	0.9464	0.3933	0.4681	4.344	0.6478	0.646	0.5157	0.4351	0.4041	0.3033	0.3682	0.9582	2.1372	1.2434	0.9629
TAG52:4-FA18:1	0.5952	1.1615	4.1151	1.4031	20.5877	0.9926	0.7706	3.1059	3.1619	1.1613	0.6826	38.009	0.3439	5.1531	0.1359	3.1218	0.4086	1.985	0.1062	0.2906	5.4327	0.5091	1.424	0.7031	0.1712	0.1614	0.9817	0.3727	0.8124	13.4411	3.8186	4.3991
TAG52:4-FA18:2	0.5454	0.9743	6.6127	1.5178	17.2528	0.4423	0.4544	3.4537	6.426	0.8902	0.724	69.8676	0.1548	9.6112	0.0437	7.8641	0.5557	4.2787	0.053	0.3893	12.0207	0.5513	1.0537	1.0615	0.1288	0.1594	1.1403	0.2562	0.4825	2.991	3.8196	7.7459
TAG52:4-FA18:3	0.4655	1.0957	6.6729	1.113	9.8067	1.0453	0.6891	2.931	4.9568	1.1201	0.8717	41.9143	0.3911	8.7901	0.1292	4.5685	0.4991	3.3639	0.0875	0.3587	7.4345	0.5193	1.1848	1.0655	0.1968	0.2183	1.4589	0.364	0.6171	27.2626	2.4174	6.9511
TAG52:4-FA20:0	0.5707	1.084	5.6901	1.5489	12.2728	0.8722	0.3826	2.7882	4.5438	0.9716	0.9425	58.9188	0.5942	7.8742	0.266	5.9839	0.5651	3.0399	0.1851	0.3833	8.345	0.7732	0.8561	0.8677	0.2849	0.27	0.8428	0.4474	0.4675	3.6535	3.0192	6.2333
TAG52:4-FA20:2	0.5417	0.5731	1.9258	7.1119	4.203	2.1263	0.4206	2.3083	1.9266	0.9775	1.2062	12.4356	1.3639	2.1178	0.4376	1.9511	0.5285	0.9907	0.4208	0.8564	3.4778	0.8879	0.7538	0.6004	0.4845	0.7177	0.4082	0.6854	0.8827	1.0133	1.0876	1.5949
TAG52:4-FA20:3	0.5913	0.636	2.6354	1.5808	6.8921	1.9759	0.4354	2.4184	2.9047	0.9555	1.1277	24.1067	1.0277	4.2206	0.5223	3.0623	0.4099	1.5634	0.3883	0.5415	4.5789	0.7263	0.9043	0.5686	0.4492	0.9933	0.737	0.4119	0.6874	1.2628	1.7862	2.3992
TAG52:4-FA20:4	0.5562	0.9146	0.8696	1.1583	6.694	1.5349	0.4515	1.5259	1.3969	1.5775	2.5231	2.8553	0.9365	2.4	0.9073	1.0788	0.5717	0.5538	0.6072	0.78	1.585	1.0329	1.0524	0.546	0.6028	0.596	0.5326	0.919	1.1763	0.4991	1.0422	0.7982
TAG52:4-FA22:1	0.8429	0.8092	2.5851	1.7443	6.8463	2.4414	0.5695	1.6275	2.9861	0.8597	1.4586	21.2657	0.8716	2.9736	0.7362	3.0546	0.5072	1.4164	0.4857	0.4819	3.4045	0.6783	0.8324	0.6213	0.4224	1.2241	0.6009	0.6414	0.8458	2.9648	2.1518	2.7064
TAG52:4-FA22:4	0.6196	0.5983	1.2717	1.2492	2.9795	1.3945	0.3452	2.4027	1.1795	1.5915	0.721	6.8039	1.1559	1.1663	0.2928	1.1661	0.4398	0.5498	0.9808	0.5336	1.708	0.739	0.4481	0.4265	1.0237	0.6162	0.3762	0.4409	0.8298	0.9572	0.9462	1.2921
TAG52:5-FA14:0	0.7351	0.7929	1.0934	1.5544	3.8771	1.4831	0.6933	1.7173	1.3319	1.1924	1.3374	2.228	1.9361	0.8629	0.5698	0.9982	0.6626	0.5433	0.6509	0.5157	1.2538	1.0467	0.9465	0.6417	0.9244	0.6036	0.6288	0.9859	0.882	0.9428	1.5267	0.9791
TAG52:5-FA16:0	0.4242	0.5647	9.3842	1.2406	4.656	1.5959	0.9124	3.9653	6.8305	0.8184	0.877	13.0342	0.5449	8.0829	0.0895	3.6362	0.4682	4.3013	0.0812	0.441	4.4073	0.5232	1.0319	1.6516	0.2025	0.2048	2.1946	0.3245	0.3761	42.9057	1.7105	7.2971
TAG52:5-FA16:1	0.5677	0.6187	5.371	0.9938	26.1486	0.6503	1.5405	2.207	3.2941	0.873	0.6229	42.512	0.3261	7.5299	0.1719	4.161	0.3173	2.124	0.1017	0.3724	4.6577	0.5104	2.4168	0.92	0.1474	0.1297	1.4624	0.5586	0.8139	8.2253	3.2615	4.0759
TAG52:5-FA18:1	0.6828	1.6448	2.6053	1.5533	4.209	1.5119	1.1822	2.7324	2.2182	1.2426	0.7339	10.7646	0.7404	2.3639	0.2884	1.7465	0.592	0.7929	0.1894	0.3946	2.1986	0.8459	1.2699	0.5693	0.257	0.3514	0.8146	0.5551	0.7563	8.4149	1.1705	1.9447
TAG52:5-FA18:2	0.6685	0.6062	6.87	1.0412	11.8629	1.0588	0.8585	3.3189	4.3197	0.7068	0.6204	23.0903	0.3997	6.9402	0.1245	3.0214	0.482	2.6501	0.0998	0.3468	4.1284	0.4856	1.2813	1.0621	0.1659	0.1721	1.5567	0.3226	1.0273	20.9464	2.1602	4.9258
TAG52:5-FA18:3	0.5363	0.5476	8.5744	1.0301	4.164	1.5013	1.0197	3.9875	5.8517	0.6358	0.7296	11.7052	0.5061	7.8795	0.1093	3.1915	0.4971	3.5154	0.0892	0.4207	3.8263	0.47	1.0712	1.3462	0.169	0.203	2.1304	0.2965	0.8122	37.2664	1.423	6.0291
TAG52:5-FA20:3	0.5313	0.2213	0.5864	0.8907	1.6465	3.0406	0.1979	1.8465	2.2555	1.0353	0.8027	2.4461	2.1389	0.5259	0.3417	1.2823	0.6274	0.3007	0.367	3.3318	1.1219	1.9897	1.8195	0.5047	0.3252	0.5191	0.2162	1.5595	1.3774	0.5082	0.2913	0.2765
TAG52:5-FA20:4	0.5451	0.7057	1.226	0.9344	5.3282	1.9125	0.4112	1.154	1.7121	1.2027	1.6513	2.71	2.0708	2.0078	0.5903	0.9231	0.4996	0.6332	0.3815	1.0527	1.4348	1.0461	1.0654	0.4852	0.7953	0.6217	0.5776	1.055	0.9888	1.4875	0.9934	0.6735
TAG52:5-FA20:5	0.6384	0.3026	1.0574	1.1929	2.198	2.7142	0.4287	1.9832	2.6538	1.0815	0.8512	2.528	2.1366	0.498	0.474	1.5621	0.6644	0.3242	0.5723	2.7338	1.387	1.8597	2.7368	0.6194	0.496	0.5144	0.2485	1.412	1.5051	0.5448	0.638	0.3149
TAG52:5-FA22:5	0.5237	0.6722	3.5462	1.038	2.8965	1.4352	0.7297	2.5802	2.4796	0.7032	0.9956	6.4501	0.8124	2.9113	0.3182	1.6303	0.4767	1.717	0.4376	0.5268	2.1458	0.7141	0.955	1.0482	0.5257	0.4291	1.0092	0.4922	0.5675	13.5147	0.9982	2.7999
TAG52:6-FA14:0	0.7988	1.1031	0.9941	1.3707	1.7889	1.3672	1.0045	1.4673	1.2547	1.1829	1.106	2.9197	1.1021	0.9653	0.9187	0.7849	0.8726	0.9361	0.7428	0.6868	1.112	0.9683	0.9336	1.2265	0.6615	0.8612	0.833	1.0173	0.8989	0.8335	1.553	0.6848
TAG52:6-FA16:0	0.3436	0.6922	2.5206	2.1806	2.0995	2.4282	1.3088	2.0905	2.815	1.0667	1.5617	2.5089	1.4999	1.9239	0.2442	1.1464	0.37	1.4091	0.2334	0.7314	2.0852	0.7459	1.5204	0.5979	0.4342	0.3038	1.155	0.7931	0.7658	78.4812	0.9553	1.9046
TAG52:6-FA16:1	0.4318	0.4245	3.5543	1.1483	2.1843	1.2239	3.6011	1.9697	2.5718	1.5898	0.9759	6.3171	1.5833	3.4399	0.407	2.4959	0.3314	1.194	0.2966	0.4757	1.1789	0.5908	2.1542	1.0011	0.3228	0.2389	2.5541	1.8511	0.7585	28.4748	0.7476	2.3103
TAG52:6-FA18:1	0.6867	0.6695	0.9428	1.2186	1.958	2.1365	0.2725	2.1512	2.1001	1.3947	1.0925	3.3882	2.179	0.4461	0.2969	1.373	0.7611	0.3114	0.3767	1.4876	2.1126	1.605	1.1333	0.5564	0.4436	0.9597	0.237	1.1235	1.2771	0.9757	0.5253	0.5536
TAG52:6-FA18:2	0.8253	0.9014	2.9955	1.3766	3.1507	2.4414	1.4084	2.7326	1.993	1.1944	0.6652	8.6929	0.88	3.0632	0.4635	1.6863	0.5087	0.9397	0.309	0.356	2.1676	0.6567	0.9586	0.6957	0.3566	0.2902	1.3995	0.7416	1.0365	12.7683	0.979	2.6717
TAG52:6-FA18:3	0.383	0.7283	4.0907	2.3537	1.8898	2.6398	2.4838	2.0347	2.7542	0.6894	1.4664	3.908	0.9963	2.9941	0.2887	1.7294	0.4346	1.677	0.2135	0.2671	1.4834	0.4309	1.2757	0.7645	0.3078	0.2323	2.0621	0.798	0.8373	94.6804	1.0467	2.675
TAG52:6-FA20:4	0.7176	0.6066	0.9433	1.5132	2.3824	2.4696	0.4317	1.4285	1.4326	1.2812	0.9053	1.5395	1.8144	0.7066	0.6197	1.1533	0.5727	0.5266	0.4918	1.0342	1.3495	0.8931	0.9031	0.568	0.8404	0.7536	0.458	0.9404	1.2063	0.9987	1.211	0.379
