# Gene Family	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
2.7.8.40	43.324	0	0	0	0	0	10.248	0	0	0	0	0	0	0	0	0	0	0	8.279	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7.8.42	0	0	0	0	0	0	0	0	0	0	2.191	4.292	0	2.537	0	4.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7.8.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7.8.5	5852.842	4404.559	3411.536	1205.165	2834.252	900.196	1270.915	1728.615	11273.35	2414.546	1217.729	3440.561	4293.547	2936.275	2235.036	3937.088	5693.136	4279.303	329.162	3314.176	6288.326	3198.854	1920.981	1609.327	1502.736	3380.492	3441.466	2919.737	862.727	4174.603	844.304	4815.931
2.7.8.6	1421.208	205.153	430.363	385.784	777.224	4.546	112.596	105.458	354.784	949.547	358.388	620.539	1324.858	1197.87	103.579	439.96	479.515	436.512	36.393	484.182	408.114	425.038	425.782	184.188	112.166	504.049	187.092	314.933	397.434	738.064	1633.373	308.233
2.7.8.7	3482.057	3079.096	1989.446	537.165	2853.947	2970.406	863.368	3625.272	2621.873	1237.585	1463.47	2603.934	5039.032	1593.047	1820.338	2847.057	3089.814	1597.777	1586.345	1607.579	4448.97	2362.206	2196.092	3945.274	925.185	1664.058	2812.222	2389.211	3199.736	2355.116	3811.903	3351.611
2.7.8.8	1569.875	728.194	350.721	1499.766	780.999	132.795	1371.28	411.29	1011.708	1952.216	2218.524	1477.379	1177.711	2025.528	283.333	1153.979	2122.128	693.382	105.991	848.765	5344.2	2313.877	737.733	480.061	1462.646	679.068	805.595	1394.045	78.705	657.028	58.435	1329.917
2.7.9.1	4683.224	2112.688	3216.471	2807.93	3314.112	2520.888	2991.668	4562.837	4633.165	2733.802	3236.917	3696.791	4413.132	2861.807	4325.772	4066.292	4705.804	3092.018	609.696	4205.523	1597.712	3931.485	4931.01	4649.927	3221.69	4560.463	1543.276	2809.816	2888.823	3776.062	1830.444	3146.206
2.7.9.2	1440.754	95.791	306.49	495.32	349.472	0	192.855	330.875	154.799	944.925	1320.064	1007.385	574.052	458.512	15.06	295.176	877.724	84.709	24.193	170.011	4785.835	1888.735	311.416	342.012	103.573	223.498	904.541	167.234	15.114	135.385	490.631	1338.067
2.7.9.3	2236.764	2090.429	1308.274	614.349	1538.988	327.388	535.526	901.112	3698.74	1070.061	738.166	2153.794	2103.213	1107.454	693.132	1418.182	2152.018	1909.736	217.965	1444.311	6687.331	1619.649	619.976	1537.305	771.774	1441.116	2503.929	684.956	305.192	2325.734	500.454	3148.211
2.8.1.1	3488.768	1747.786	1093.56	762.294	1235.186	188.027	552.136	773.244	1870.125	1038.986	545.084	1810.347	2285.274	581.818	608.679	1653.912	1544.26	1305.838	144.399	986.921	7348.546	748.413	374.641	459.832	480.683	1307.032	967.724	532.219	298.63	1202.666	782.932	2217.633
2.8.1.10	3422.682	3258.373	2261.762	2162.962	2204.961	874.189	2453.347	2034.728	4331.717	2492.066	1849.992	2141.893	4024.035	4130.44	1037.114	3942.097	3650.285	2728.974	409.748	3120.743	4337.81	2132.821	3288.149	1194.71	2269.271	2313.655	3528.254	4193.669	828.997	2846.106	2507.12	4058.494
2.8.1.12	29.146	0	0	25.688	0	0	0	150.313	15.871	15.844	16.944	103.352	224.958	21.674	48.765	150.98	153.671	0	0	36.534	3937.011	0	9.826	0	0	0	398.715	23.904	0	0	12.004	1146.204
2.8.1.13	8262.263	3801.003	4106.371	6058.809	4968.983	7265.223	6642.35	5404.323	5276.969	3620.865	5599.387	6217.861	5892.026	6534.02	7814.972	5941.788	6891.235	4171.098	2121.553	4513.781	2349.425	3593.453	6103.077	4552.084	7026.913	5747.004	2677.064	4608.222	3357.022	3252.884	3358.211	3315.594
2.8.1.2	69.105	0	8.354	108.98	0	0	0	170.431	0	5.158	28.619	96.592	449.344	87.461	0	271.414	272.615	0	43.389	68.574	4535.526	0	0	0	0	0	19.133	5.467	8.438	0	9.306	848.558
2.8.1.4	2280.508	1740.75	1493.474	597.643	1360.204	3437.37	451.346	453.62	4353.728	956.04	1550.367	1930.966	2239.346	626.889	6586.357	2067.527	3519.889	2124.825	274.314	1534.761	8996.597	3539.51	585.658	1767.371	718.532	2920.423	1287.511	694.813	1005.406	1729.355	911.247	5821.962
2.8.1.6	3692.676	3110.222	3162.302	2010.422	2379.964	781.035	2124.095	2122.552	5850.342	2204.418	1788.876	2617.062	2951.228	2541.253	1098.525	3432.184	3960.908	2878.857	295.596	2572.502	6318.456	2185.868	1470.57	1110.018	2739.646	2894.028	2229.141	1692.53	388.723	2644.205	1330.427	2871.042
2.8.1.7	9284.67	6047.161	5559.625	4194.04	5358.538	3424.771	4158.964	7854.448	10912.651	5177.053	5658.956	5978.021	10484.036	5580.17	3981.738	7170.842	9955.256	6970.763	3400.162	6561.737	12107.81	9193.779	5077.82	8304.893	4924.66	6438.057	7110.672	6912.698	6227.103	6603.932	5947.093	8667.582
2.8.1.8	1327.257	667.849	1206.256	2590.524	805.012	185.825	2324.01	1329.446	483.136	912.113	1580.488	1074.997	916.922	1984.846	178.543	1820.466	937.229	400.319	160.262	826.632	3471.813	388.575	1019.622	254.722	1846.646	940.428	458.557	1448.627	72.647	60.018	900.368	740.473
2.8.2.22	8.611	0	22.564	22.915	0	10.779	0	117.188	38.171	4.618	25.043	165.101	204.324	0	27.189	154.038	15.402	5.168	0	22.904	0	24.608	0	0	0	20.534	24.627	11.731	0	6.158	0	589.46
2.8.3.1	148.172	274.844	231.275	44.038	68.017	62.12	80.783	31.391	619.774	72.958	115.424	96.027	148.195	108.664	69.173	332.476	549.939	451.437	40.054	157.488	43.854	281.652	53.09	199.794	99.838	379	59.19	115.888	34.359	185.703	35.564	217.906
2.8.3.10	370.881	215.633	101.532	159.518	151.368	24.433	210.571	74.727	516.83	111.274	72.083	695.037	317.31	136.017	26.447	110.144	334.391	406.933	31.009	225.116	188.348	293.95	109.295	103.054	159.396	135.235	93.235	201.261	72.016	297.974	189.426	646.743
2.8.3.11	0	0	2.91	0	0	0	3.949	0	0	5.858	0	0	2.959	0	0	15.696	11.767	0	0	5.887	0	20.597	12.732	22.597	0	38.549	0	0	11.794	8.876	99.523	0
2.8.3.12	4.799	14.798	0	0	8.926	0	0	0	0	7.039	0	6.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.504	0	0	0	15.396	0
2.8.3.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8.3.16	161.444	19.814	68.462	293.701	41.149	95.649	74.759	474.947	406.498	79.984	91.31	773.674	921.373	204.218	53.424	914.951	1046.665	545.288	173.949	293.713	7368.36	287.638	67.588	64.11	295.578	241.02	73.056	775.546	65.862	62.311	50.289	1667.772
2.8.3.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.513	0	0	8.433	0	0	0
2.8.3.19	0	0	0	2.263	0	0	0	0	0	0	2.873	7.294	58.453	0	0	31.678	15.155	0	0	13.92	844.397	0	0	0	0	0	0	0	0	0	0	9.888
2.8.3.21	0	0	0	26.019	0	0	0	75.187	0	0	0	0	71.599	0	0	20.418	0	0	0	25.07	0	0	0	0	0	0	0	0	0	0	0	126.274
2.8.3.25	0	0	0	0	6.183	0	0	110.372	0	0	0	8.08	0	0	0	0	0	0	6.078	0	12.183	0	0	0	0	0	0	0	5.278	0	0	0
2.8.3.5	13.318	11.543	9.948	4.063	13.089	0	0	10.568	42.788	7.769	26.825	0	18.879	10.238	0	55.15	42.004	76.099	102.349	15.687	80.606	13.62	9.821	54.378	19.652	33.567	2.461	5.148	14.481	23.461	0	114.049
2.8.3.6	0	0	0	0	0	0	0	0	0	0	0	0	5.821	0.81	0	0	5.219	0	0	0	91.909	0	0	0	0	0	2.33	1.178	0	0	0	0
2.8.3.8	243.192	361.425	240.03	420.224	193.647	148.394	202.638	250.545	845.169	114.413	130.171	1488.931	692.425	312.5	93.117	1240.53	1119.752	1254.782	45.086	495.755	10054.392	558.031	143.416	162.217	379.291	627.08	216.532	466.763	65.729	630.98	80.658	2228.262
2.8.3.9	74.158	11.543	14.796	81.469	17.544	0	19.148	99.08	33.055	7.769	11.77	129.705	263.913	5.074	0	276.95	44.603	167.323	0	70.372	205.734	35.039	9.821	54.378	19.652	57.692	5.792	6.948	0	29.731	11.613	565.972
2.8.4.1	0	0	0	0	0	0	0	156.151	0	55.528	2686.656	0	538.409	0	0	0	1302.62	0	0	0	0	5841.154	0	1149.431	0	0	0	0	0	0	0	0
2.8.4.3	5999.21	3998.321	3691.919	3217.696	3752.133	7642.236	3554.375	4774.392	6466.427	2966.335	3315.595	4037.297	5677.607	4648.565	8020.942	4286.763	6560.004	3582.312	2031.234	4215.481	1749.398	3598.396	4789.613	4759.89	3613.064	4632.357	3396.407	4859.724	3635.878	3896.446	4021.415	3306.844
2.8.4.4	6267.46	2424.846	3881.129	3193.278	3911.508	3832.486	3599.907	4942.469	4285.592	3525.092	3321.188	3666.146	4640.639	2955.415	1578.661	3965.686	5696.72	3172.699	2142.859	3276.128	2922.788	3672.365	4828.828	4428.249	3200.679	3519.209	2882.069	3187.241	2957.109	3544.938	2882.251	3121.659
2.9.1.1	150.627	283.89	387.904	122.372	145.933	180.893	71.171	292.506	954.16	226.705	229.662	550.527	775.811	161.493	162.852	527.239	989.514	433.269	90.662	406.808	6134.387	532.414	139.928	595.833	89.988	249.034	2966.126	101.123	112.108	326.762	173.314	1287.16
2.9.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.1	45.838	0	8.11	64.3	90.518	0	19.462	251.845	18.561	74.23	93.294	348.8	511.554	51.925	0	357.467	117.692	4.762	0	71.598	4034.056	0	56.152	0	15.671	33.015	42.179	20.157	0	0	16.223	1370.009
3.1.1.10	35.549	0	28.142	4.614	18.867	0	0	0	0	0	115.845	59.942	18.717	0	19.136	0	0	45.207	0	39.283	21.962	17.64	94.681	127.738	18.449	0	0	22.221	0	168.946	10.853	11.066
3.1.1.11	1355.61	1526.816	286.095	2329.71	1630.975	0	2884.136	963.358	329.357	1102.011	1449.671	2247.58	1108.574	2654.753	273.058	1536.679	1304.603	1115.252	165.228	988.56	3532.96	753.689	1113.71	264.565	3759.348	936.788	329.395	2021.601	338.601	218.396	1254.049	1647.401
3.1.1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.17	0	0	11.685	0	0	0	0	7.915	0	0	0	0	0	0	0	19.795	0	0	0	0	0	0	0	0	0	0	0	6.651	10.702	0	0	0
3.1.1.2	130.276	311.704	244.924	78.075	174.571	99.025	86.3	19.186	950.975	91.323	31.53	411.272	285.031	199.395	169.392	447.169	739.049	360.604	83.375	257.871	1441.671	482.338	61.413	250.987	517.249	436.977	240.645	282.261	26.718	533.783	53.781	262.804
3.1.1.23	6.208	0	15.984	7.455	12.059	0	0	50.576	17.792	0	0	117.448	11.905	7.637	0	16.482	0	15.317	0	21.177	18.048	8.831	0	0	0	0	20.717	19.316	28.935	0	0	11.144
3.1.1.24	18.909	6.025	0	0	31.271	0	15.94	67.373	10.241	38.197	0	6.769	0	0	0	21.733	18.086	0	0	19.413	23.699	85.922	0	10.466	84.608	55.187	69.796	27.703	0	24.195	6.56	73.515
3.1.1.27	0	79.773	0	14.626	0	0	10.281	40.126	64.08	0	0	0	12.467	0	32.037	8.974	76.57	0	0	13.405	37.325	0	0	16.727	0	6.229	14.973	7.714	12.575	19.505	0	0
3.1.1.29	8173.334	5021.4	5095.522	4211.516	5529.729	6495.806	4268.641	6027.637	6110.517	4660.817	4410.565	6315.409	8280.989	6066.357	8057.155	6125.524	7255.223	4987.15	2387.958	5358.582	11563.496	5155.408	6337.464	5427.246	4884.932	5509.991	6002.603	6632.065	3863.17	5779.855	4923.063	7229.848
3.1.1.3	1786.541	2004.034	1232.841	1440.287	401.609	413.647	474.99	607.764	3688.549	932.029	633.636	1262.04	1426.48	916.367	497.972	1287.229	2214.59	1768.242	327.584	1095.915	4069.505	1626.625	599.573	627.66	847.408	1708.797	239.398	1513.476	506.363	1023.349	814.069	2293.566
3.1.1.31	2278.834	189.231	102.574	1562.258	460.816	10.639	848.403	452.299	347.548	613.513	1449.351	964.412	2069.082	3387.238	165.462	891.89	994.321	934.983	22.322	1083.999	5792.803	466.134	1262.691	128.789	1367.755	674.407	1885.232	2281.961	191.279	810.728	1083.237	1475.459
3.1.1.32	46.404	0	12.989	55.445	0	0	0	103.429	19.98	24.388	25.523	218.43	243.845	27.613	0	179.118	148.153	4.695	0	50.55	2768.375	0	0	8.1	0	0	26.863	29.086	0	0	0	827.984
3.1.1.4	0	0	0	0	0	0	0	0	9.454	0	16.524	0	109.941	27.613	0	5	148.153	0	0	0	2451.202	0	0	0	0	0	9.473	0	0	0	0	61.654
3.1.1.41	7.737	44.717	94.507	84.336	0	0	90.044	135.608	171.552	11.842	100.224	268.045	353.103	128.331	69.262	398.227	264.376	175.156	0	72.916	106.079	384.019	464.313	33.28	88.868	59.051	853.29	75.597	55.916	200.834	6.832	233.289
3.1.1.45	8.057	0	0	15.253	0	15.043	0	87.792	0	22.894	23.168	130.239	217.839	40.776	0	81.695	236.815	0	40.616	43.203	3280.087	7.247	0	0	0	0	40.43	0	0	0	62.574	521.907
3.1.1.47	0	0	0	156.562	166.165	0	77.257	29.575	0	48.351	52.058	38.678	18.561	0	0	7.011	12.16	131.158	0	17.027	31.196	10.158	0	0	279.923	10.045	0	54.607	0	4.013	0	0
3.1.1.5	354.848	1846.089	52.727	120.53	511.743	30.026	73.993	223.978	258.778	44.087	151.594	335.713	2154.499	1017.921	98.503	597.463	680.777	525.522	21.719	493.746	5946.721	353.315	173.594	109.274	196.745	143.437	824.404	921.431	444.359	662.665	1492.362	1918.021
3.1.1.53	0	0	0	212.66	190.204	0	0	47.024	0	74.251	64.243	103.783	0	338.373	0	7.214	14.588	127.321	0	0	18.499	18.575	0	0	528.653	82.935	0	0	0	0	0	5.981
3.1.1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.61	802.217	1661.789	551.569	291.937	1415.398	177.378	381.863	476.086	525.08	857.399	337.254	715.866	3098.137	2122.093	109.555	906.835	834.206	932.961	288.129	1488.724	4732.852	769.572	230.344	561.337	578.548	249.022	1144.388	2574.734	442.873	1726.499	2196.081	1670.678
3.1.1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.444	0
3.1.1.72	382.79	141.871	11.358	177.069	88.11	0	337.605	189.183	41.636	139.257	125.264	420.667	440.999	173.226	0	461.806	59.23	79.162	8.223	109.776	321.612	29.318	223.285	0	278.507	195.913	0	17.104	20.471	0	0	0
3.1.1.77	0	0	0	0	0	0	0	4.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.767	0	0	0	0	0	7.836	0	0	0	0	0	0	0	0	0	0
3.1.1.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.81	7.197	4.482	0	42.571	6.631	0	0	0	0	8.946	0	114.962	0	11.613	5.847	32.355	36.379	84.775	0	0	0	14.556	6.379	0	0	10.064	16.425	0	0	0	11.528	15.491
3.1.1.83	71.106	200.432	177.89	31.655	196.689	47.909	88.799	229.285	735.136	90.125	100.794	251.536	212.573	91.301	84.229	104.327	282.176	188.17	64.811	248.756	119.966	321.685	49.854	275.163	111.785	181.792	109.705	62.734	15.891	200.329	16.632	187.982
3.1.1.84	132.572	334.351	413.315	130.407	194.288	31.241	108.07	17.966	520.855	74.473	41.279	521.271	200.691	72.875	142.702	483.399	206.718	315.767	78.19	342.466	208.354	355.832	106.053	270.486	206.552	110.657	73.488	289.326	39.974	487.707	363.338	843.66
3.1.1.85	39.748	0	6.183	62.374	0	0	0	186.501	7.831	265.894	83.749	245.065	499.68	18.779	0	195.816	128.905	4.762	0	65.228	4149.278	0	307.625	0	95.205	0	37.995	0	35.9	0	16.223	1343.97
3.1.1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.96	7048.71	4467.787	4759.681	4112.465	4770.451	6831.515	3946.249	5425.434	9163.825	4649.422	4088.516	4746.953	6828.257	5250.342	6691.895	5805.144	7982.38	4245.685	2459.155	4594.542	5837.757	4300.298	5054.826	5156.886	4110.807	5278.802	4959.988	6158.808	4131.313	4308.343	3865.706	4176.594
3.1.11.1	1037.655	0	123.618	112.77	35.714	0	0	521.901	17.375	110.836	1985.114	451.405	3911.476	187.806	38.995	370.248	10291.026	39.907	0	165.492	32971.286	4446.417	0	845.044	7.075	0	395.993	0	0	0	0	2627.17
3.1.11.2	3507.943	4368.145	1683.743	1757.282	2071.823	529.526	1604.315	1580.66	4484.435	2500.38	1815.397	3630.108	3162.813	2565.229	958.209	2423.945	4673.7	2692.013	358.112	2276.505	10918.034	1774.298	1527.63	998.695	2199.001	2206.532	2881.335	2098.807	609.12	2404.17	700.36	3927.126
3.1.11.3	0	0	0	1.46	0	0	0	0	0.964	0	0.643	3.916	1.017	33.333	0	2.459	0	0	0	18.776	0	0	0	0	0	0	0	16.667	0	0	0	192.542
3.1.11.5	791.802	1453.752	396.156	1271.958	680.03	162.004	1017.963	1033.475	1041.448	811.308	699.993	1912.964	2008.975	950.129	179.298	1815.277	2655.559	1124.876	35.011	586.611	31206.588	230.97	661.052	82.977	1598.659	377.55	1731.154	1233.757	93.193	506.55	65.922	5787.671
3.1.11.6	17283.163	12791.869	11049.535	10947.201	10940.645	18528.747	11127.6	14386.963	18990.557	13259.196	11531.702	13098.745	17976.631	13779.672	16273.157	12106.058	18951.607	9568.39	4432.23	11960.483	13193.633	9697.449	11197.627	13380.231	11855.25	10592.66	12895.825	15594.234	9000.568	10928.124	9577.703	11916.892
3.1.12.1	1074.964	1389.895	1275.469	911.046	1052.207	1016.36	505.47	831.608	2779.636	476.728	367.795	1414.456	725.912	2496.319	606.374	1484.803	4178.775	1364.467	170.992	988.597	578.614	1258.322	2440.259	353.018	714.309	1561.097	788.66	2780.029	221.524	1544.195	346.628	747.99
3.1.13.1	4526.74	2709.978	3445.279	3095.938	3127.717	6845.723	3401.902	2957.799	6204.831	4029.773	2778.838	4400.386	4028.213	3439.657	7089.064	4118.108	4791.727	3083.154	1798.165	3881.937	13132.428	3018.595	1973.857	2030.184	3756.55	4123.961	4279.482	2375.003	1757.092	3193.606	1761.306	5657.826
3.1.13.5	37.941	31.545	49.693	69.944	312.5	14.657	53.98	86.108	31.136	13.935	90.809	186.046	1234.144	263.044	96.856	348.913	582.893	173.478	46.211	369.186	2852.5	275.14	68.272	329.801	5.972	72.614	904.111	40.151	47.943	403.868	781.504	1067.001
3.1.2.1	0	0	11.371	0	0	0	0	0	0	0	0	5.134	9.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.2.12	87.979	325.551	65.665	113.587	45.093	249.48	13.747	246.423	511.297	98.532	60.67	573.357	655.891	149.621	31.352	485.636	1104.583	124.808	9.089	255.859	9507.59	47.76	0	71.333	92.386	24.892	121.955	25.799	47.037	16.666	30.164	1692.538
3.1.2.14	24.556	123.37	49.105	0	13.986	146.04	6.932	0	163.735	24.403	23.964	0	55.822	0	14.143	126.406	334.268	260.632	0	139.91	1330.501	29.708	0	43.188	0	12.478	0	11.913	0	34.616	0	85.228
3.1.2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.035	42.725	5.217	0	8.142	1330.501	0	0	0	0	0	0	0	0	0	0	0
3.1.2.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.785	0	0	0	0	0	8.35	0	0	0	0
3.1.2.23	0	0	0	0	0	0	0	0	0	98.53	0	0	0	0	5.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.2.26	0	0	4.537	0	0	0	0	8.946	0	0	0	42.112	0	0	0	12.675	0	20.664	6.367	0	6.23	0	0	0	0	81.484	0	0	19.712	0	8.808	0
3.1.2.27	290.3	0	0	73.916	0	0	76.916	51.68	0	0	23.459	0	329.9	1111.877	73.175	177.445	0	175.003	0	356.661	79.716	7.855	222.402	12.826	0	0	1340.448	1375.485	71.08	254.025	59.86	43.673
3.1.2.28	0	0	0	0	0	0	0	12.806	0	0	22.338	32.819	83.899	76.206	0	17.914	75.517	39.218	0	18.727	1220.462	0	0	0	60.513	0	0	0	0	0	5.368	228.119
3.1.2.29	0	0	6.882	0	0	0	0	0	0	9.767	0	0	0	0	0	19.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.2.6	93.021	345.417	78.945	73.195	46.958	32.524	21.413	200.899	401.83	37.686	51.621	328.761	385.092	87.051	28.369	481.218	1047.255	172.111	41.942	274.711	6331.26	116.567	51.345	5.006	6.639	68.075	518.324	61.694	6.238	109.756	37.465	731.676
3.1.21.1	24.955	0	0	44.274	11.111	0	0	144.716	7.133	4.975	8.825	70.047	315.459	45.83	0	203.043	258.091	21.531	0	69.608	3632.298	45.518	9.025	13.601	0	6.228	100.918	0	15.892	0	5.884	1046.321
3.1.21.2	3766.428	3777.22	2488.406	3355.19	1933.47	3497.525	2454.206	2094.184	5630.615	1819.921	2079.032	2985.295	2914.482	3849.565	5461.466	4332.299	3498.293	3194.172	390.801	2767.122	6324.317	2223.014	1546.587	1296.511	2857.412	4188.053	3553.981	3979.986	2149.891	1917.472	1661.141	2960.32
3.1.21.3	7442.426	9988.522	5567.902	6924.061	4498.555	4373.494	5131.638	2494.999	8305.638	4393.371	4727.879	4968.141	5939.393	5577.086	3445.694	6601.401	8477.2	3609.226	300.42	4083.489	9035.496	3354.119	2702.752	2495.681	5459.282	4643.846	2280.588	7802.927	2138.185	4359.547	3278.256	3165.673
3.1.21.4	1530.125	1468.042	1047.902	1525.806	823.141	209.365	1029.767	1107.954	1357.829	947.404	823.748	927.727	1448.39	3112.95	4635.418	571.523	1478.615	734.655	141.644	715.066	261.106	366.016	780.402	198.448	1854.411	669.096	2269.884	981.038	414.918	701.666	515.428	343.077
3.1.21.5	22.232	7.888	0	0	211.687	0	28.377	66.104	41.671	5.554	0	22.599	3.638	0	20.527	126.234	0	173.882	0	194.842	4.74	6.536	34.26	8.587	39.789	22.694	0	0	57.306	60.341	85.337	11.135
3.1.21.7	12.415	6.121	8.817	11.217	0	9.582	0	50.62	0	13.649	34.754	129.184	505.905	43.169	0	142.276	216.35	12.687	62.037	23.111	3657.74	0	0	0	0	0	29.839	14.018	0	0	13.244	746.997
3.1.22.4	6569.611	6056.843	4239.82	3784.772	4634.756	6781.503	4000.984	5335.274	6215.039	4244.032	5580.183	5063.116	7575.224	5720.8	7693.642	5225.122	8830.262	4206.516	842.55	5032.436	5874.678	6619.86	4996.932	5794.31	4600.798	4853.462	5086.287	6266.409	4043.709	4767.619	4677.654	4671.785
3.1.25.1	0	0	0	0	0	0	0	0	0	20.001	0	0	0	0	31.775	0	0	0	0	0	0	0	0	0	0	0	572.636	12.032	0	0	0	0
3.1.26.11	4266.776	2992.121	2390.169	3042.541	2497.668	412.802	3107.064	1530.664	4327.667	3474.925	3164.303	3697.987	3052.547	3162.779	891.155	2597.447	3502.242	3029.367	424.832	3008.914	1614.463	4839.584	1842.351	1718.864	3175.086	2690.615	1840.269	2705.718	254.091	3214.7	1229.734	3926.319
3.1.26.12	140.517	11.413	97.245	57.104	26.638	34.568	26.233	208.341	222.347	123.127	96.253	480.876	758.409	59.146	113.538	384.206	813.748	119.06	132.163	155.941	5389.407	77.108	8.554	35.502	35.78	130	297.087	33.243	0	69.994	7.968	1635.375
3.1.26.3	7877.384	4768.766	4558.788	4186.714	4380.539	5804.806	4271.299	5445.473	6471.426	4869.55	4187.948	5646.709	7364.468	5823.172	7677.218	5747.15	7281.892	4015.684	2210.147	4974.919	8578.672	4372.83	5318.464	5418.073	4373.626	4963.321	5453.976	5484.307	4065.418	5053.026	4738.413	5565.115
3.1.26.4	12205.395	8143.778	7586.302	6478.648	7968.022	13092.274	7207.579	9853.871	13423.072	8444.737	7435.879	7802.858	13263.634	10695.774	13756.501	9838.414	12129.578	7542.038	4295.044	9416.549	9123.233	9601.885	8931.667	10366.3	8989.566	9617.015	10071.223	11647.694	7251.293	8172.939	8504.446	9023.38
3.1.26.5	10099.731	8196.079	6552.813	4858.453	6433.865	11346.168	5177.121	8831.93	14174.922	7260.683	9343.355	7201.798	11297.848	8151.748	13005.163	7021.433	16320.637	6362.645	2622.737	6945.864	5598.84	14528.652	7569.233	8856.354	5795.057	6643.832	9010.562	9410.061	4888.611	6909.993	6586.446	7557.336
3.1.26.8	769.842	206.617	435.449	140.224	850.142	299.893	190.65	85.135	2570.832	712.674	88.714	663.955	376.428	164.45	57.063	316.204	1000.865	462.084	173.467	245.715	400.53	500.732	165.984	405.122	177.437	235.32	1612.078	156.089	236.381	580.763	383.246	521.044
3.1.27.1	0	0	0	0	0	24.537	0	0	0	0	0	0	0	0	0	0	0	0	24.48	6.392	0	0	0	0	0	0	0	0	0	0	6.403	0
3.1.27.6	9.596	0	5.706	71.689	0	0	0	160.784	13.198	37.716	51.278	174.12	361.096	65.565	18.915	286.055	323.038	18.293	0	77.345	3760.817	0	0	0	0	0	469.393	26.831	0	0	8.084	867.713
3.1.3.1	1908.549	27.118	73.44	1262.354	89.193	12.687	494.351	374.466	129.015	471.192	513.889	663.238	1098.041	1829.904	42.413	709.041	409.995	390.453	125.659	590.884	5374.037	140.933	413.456	49.767	318.291	288.219	796.966	2114.352	162.668	205.369	161.201	1260.569
3.1.3.10	28.819	0	5.666	49.977	0	0	0	91.315	0	15.153	37.325	230.658	452.861	29.472	0	144.883	445.558	0	0	49.118	6084.374	13.348	0	4.454	5.28	0	229.352	16.03	0	0	7.907	1599.753
3.1.3.100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.218	0	0	0	0
3.1.3.103	0	0	0	0	0	8.491	28.127	43.011	0	27.159	11.369	0	19.71	17.081	0	0	14.094	0	10.849	0	0	0	19.63	0	0	0	0	0	0	0	0	4.505
3.1.3.104	287.372	0	26.417	143.341	442.294	0	79.635	144.171	0	29.816	223.872	310.747	26.504	194.887	8.769	441.778	3.933	54.253	0	30.376	749.336	13.416	34.887	9.926	176.071	103.467	2.072	0	0	0	15.502	483.022
3.1.3.11	5317.031	2962.44	2338.607	3184.768	3232.882	3089.076	2835.66	2445.278	5251.894	3114.325	3623.448	4555.128	4957.625	3535.593	2326.782	3753.061	7505.439	3361.356	818.373	3483.981	24542.46	5199.689	4479.892	1939.939	2981.876	2768.859	3309.667	3020.292	2011.891	3822.989	2066.283	7273.827
