# Gene Family	3003B	3004B	3005B	3007B	3008B	3009B	3012B	3013B	3014B	3016B	3020B	3021B	3022B	3023B	3025B	3026B	3027B	3028B	3029B	3030B	3031B	3032B	3033B	3036B	3037B	3039B	3042B	3043B	3044B	3046B	3047B	3048B	3049B
4.1.2.48	1405.694	2122.488	837.921	1080.931	972.773	96.222	537.04	1192.506	3007.675	347.413	750.244	1304.302	1549.538	782.084	422.025	302.25	1661.946	1585.639	917.584	483.56	1551.523	731.219	893.801	1366.068	37.108	1114.033	1818.544	2446.484	640.512	411.824	675.825	2502.938	4994.055
4.1.2.49	0	0	0	0	0	0	0	9.92	0	0	0	15.129	0	0	0	0	0	0	0	0	0	0	20.857	0	0	0	0	0	0	0	0	0	0
4.1.2.5	630.009	885.137	93.585	845.441	11.067	0	306.583	437.445	118.91	152.709	348.91	441.279	530.268	265.975	32.938	94.454	41.849	75.213	269.572	122.387	281.629	145.832	209.13	50.404	10.094	210.277	373.419	1060.773	97.6	354.102	247.73	398.979	3587.468
4.1.2.50	0	0	0	0	0	0	0	0	13.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.747	0
4.1.2.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.52	0	229.264	0	0	0	0	0	0	0	0	0	0	0	9.286	0	0	0	0	0	4.64	0	0	0	0	0	0	0	0	0	0	0	27.654	0
4.1.2.53	0	151.845	0	0	0	0	0	125.309	9.122	0	59.733	0	15.791	0	0	0	0	0	0	3.986	0	0	0	0	0	0	0	0	0	0	9.632	25.695	1433.859
4.1.2.57	0	29.076	0	0	0	0	0	103.307	12.989	0	69.508	5.448	0	4.824	0	4.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.714	1166.936
4.1.2.9	0	6.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.1.2.n5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.587	0	0	0	0	0	0	0	0	0	0	0	0	11.998	0	0
4.1.3.1	5.523	526.011	7.968	0	0	0	0	194.594	28.476	0	96.113	35.038	91.214	6.017	0	0	8.929	0	0	5.068	0	6.41	0	8.359	0	0	5.587	0	0	8.718	0	95.245	2362.253
4.1.3.16	308.034	886.223	171.902	349.712	120.086	50.678	209.323	964.724	357.567	284.553	528.346	1123.559	367.207	410.565	56.621	156.087	74.052	297.078	92.598	68.411	537.435	231.17	377.499	77.341	43.434	311.994	190.201	561.679	305.618	176.536	375.175	247.467	3959.678
4.1.3.17	0	296.819	0	0	0	0	0	67.172	0	0	35.448	13.201	30.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.06	1331.944
4.1.3.24	0	0	0	0	0	85.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.058	0	0	0	0	0	0	0	0
4.1.3.27	3245.313	5533.536	2016.958	1190.193	2026.2	214.807	1464.165	1523.269	5020.29	620.296	2066.649	2603.096	2991.532	1399.111	712.324	2085.715	3795.804	4397.47	1688.711	1435.344	3655.837	1553.783	1265.397	2830.158	221.414	3562.679	3990.373	3762.629	2031.331	523.763	1390.654	3447.997	9319.584
4.1.3.3	686.333	1278.973	394.538	1283.382	247.404	19.19	235.186	1324.244	550.47	354.726	562.784	1143.126	737.402	857.188	73.191	230.624	288.944	162.741	231.432	266.47	760.956	308.676	819.369	85.236	21.891	520.093	483.365	1042.486	145.906	1843.144	571.139	572.666	3065.58
4.1.3.30	0	159.103	0	0	0	0	0	79.442	1029.283	8.096	102.452	4.938	0	5.886	0	0	2412.356	0	0	0	4.292	6.4	0	0	0	0	8.619	0	0	0	5.334	1023.809	699.266
4.1.3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.762	0	0	0	0	0	0	0	0	0
4.1.3.34	0	23.067	0	0	0	0	0	12.569	0	0	0	0	9.252	0	0	0	0	0	0	0	0	4.955	0	6.35	0	0	0	16.097	0	0	0	0	12.716
4.1.3.36	281.186	627.095	595.839	1098.499	118.637	127.121	2027.94	2413.034	940.734	966.177	571.937	1297.358	538.085	2262.77	239.713	565.126	29.87	1373.067	1707.252	787.058	834.945	383.239	1674.144	744.95	32.977	603.933	1073.212	559.664	306.346	2069.001	1491.459	383.236	1450.277
4.1.3.38	155.221	280.283	155.701	166.713	0	0	63.205	1210.413	411.422	144.05	198.954	184.026	413.56	404.864	15.64	188.123	317.94	111.595	0	35.222	82.391	15.813	555.004	10.115	0	545.523	122.006	208.639	0	556.776	257.904	242.22	1603.543
4.1.3.39	618.708	1438.964	369.513	102.249	236.236	0	353.436	294.612	1963.584	234.986	342.522	350.052	753.563	191.833	146.092	409.642	80.263	2044.803	61.907	148.453	1975.685	125.704	142.029	98.073	19.867	738.623	504.34	412.534	15.869	122.13	180.352	216.073	153.995
4.1.3.4	0	0	0	25.771	0	0	6.5	7.508	49.779	11.669	0	0	0	0	0	6.944	0	0	0	0	0	0	0	0	0	0	10.803	25.323	0	0	44.855	0	0
4.1.3.40	5.441	379.374	0	8.13	5.607	0	0	495.188	37.054	0	142.651	22.829	27.529	7.783	0	4.274	0	0	0	31.562	20.021	0	0	32.379	0	0	0	0	0	0	0	32.824	6997.428
4.1.3.44	0	0	0	0	0	0	0	242.482	0	215.703	147.907	0	64.691	0	0	0	479.184	0	0	0	0	2264.791	0	957.886	0	0	0	0	0	0	0	0	0
4.1.3.6	363.181	802.477	134.013	41.238	334.65	17.941	175.75	398.05	1182.45	385.453	261.293	898.265	562.711	302.362	149.451	115.866	991.932	440.351	832.845	115.012	402.645	546.632	223.329	319.304	32.405	660.001	651.212	539.094	452.318	74.56	486.741	480.518	3994.387
4.1.99.1	31.3	474.536	29.214	280.282	0	0	135.111	341.417	46.817	54.722	97.582	15.338	130.728	20.122	35.491	244.063	23.809	21.089	47.653	146.169	149.075	128.314	330.728	19.722	12.924	80.513	41.219	201.455	12.167	101.538	6.766	158.075	2480.837
4.1.99.11	0	0	0	0	14.154	0	0	0	0	0	0	115.432	10.712	15.116	36.527	15.582	0	0	0	0	0	49.599	68.964	17.392	0	0	0	6.857	0	0	30.775	0	0
4.1.99.12	2842.514	3942.787	3124.289	4277.733	1392.97	249.878	3974.078	3764.98	4978.772	3341.915	2424.316	4951.529	3678.604	5348.035	784.095	2155.713	2140.914	4023.416	2913.896	2055.856	3978.938	4724.723	3638.396	3019.506	188.327	2649.244	2350.348	3976.997	1281.796	3534.646	2378.451	2597.962	5098.146
4.1.99.14	36.03	74.648	22.352	0	50.519	0	94.18	0	30.13	7.728	288.281	114.655	26.885	87.146	0	0	50.642	72.925	107.207	30.421	135.068	41.563	22.797	26.986	5.675	52.377	54.256	29.168	10.079	0	47.488	22.376	223.28
4.1.99.17	3628.585	3437.967	1931.996	2088.956	1441.449	196.721	2284.786	3666.827	4434.484	1945.815	2308.017	4400.565	3910.195	2610.58	745.649	1976.349	2757.686	4005.236	2802.979	1301.826	3134.326	6329.332	2194.061	4529.608	122.732	2407.992	3415.953	5040.153	1923.666	2208.893	1671.932	2547.707	6181.328
4.1.99.18	124.545	17.094	19.669	7.05	0	0	0	0	19.761	0	0	0	0	0	0	119.69	277.532	107.073	10.503	0	7.323	20.594	0	7.089	0	34.238	72.489	30.319	0	0	0	57.422	4.397
4.1.99.19	1624.794	1459.399	897.791	1579.879	901.371	0	741.944	1442.339	3510.793	535.487	661.299	2019.6	1089.431	1162.858	327.011	603.68	2136.31	963.244	528.342	488.636	1284.039	679.927	1220.357	935.393	63.277	1144.36	1082.095	1881.481	439.147	966.671	733.071	1992.542	2976.394
4.1.99.2	33.395	24.309	35.19	275.282	0	0	96.799	96.041	9.637	31.026	21.727	10.436	89.065	82.917	24.994	225.612	0	21.089	82.786	94.385	146.041	113.199	342.127	32.973	12.924	89.494	34.144	201.427	12.167	45.14	11.992	63.771	4.87
4.1.99.22	1258.789	1783.843	641.403	153.819	821.043	194.34	273.484	730.247	2554.633	744.185	589.257	1871.182	870.297	387.711	253.965	294.877	2759.594	1082.809	381.056	355.922	833.042	2951.531	446.631	1846.671	38.384	937.629	1153.046	1617.512	805.483	88.641	625.596	1340.728	3044.038
4.1.99.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.725	0	0
4.1.99.3	0	529.309	0	0	0	64.026	0	191.312	36.057	0	111.938	44.402	52.44	4.132	0	6.309	44.81	0	0	0	8.511	0	0	14.628	10.202	0	14.797	0	0	0	0	102.248	3122.703
4.2.1.1	1734.792	1425.332	202.36	1424.277	282.739	147.263	1142.802	1586.911	1611.929	534.421	548.127	1746.401	1341.645	2016.777	94.642	431.344	804.36	1133.95	322.896	597.529	1526.484	893.93	1146.162	467.868	63.668	584.531	2456.53	2458.307	585.042	908.398	805.487	1642.327	2713.032
4.2.1.10	6276.775	6901.7	3829.011	3299.386	2517.575	580.879	4147.447	3569.78	5455.142	4080.684	3744.365	7708.104	5210.167	4893.919	1390.529	3560.212	5310.59	5743.324	2446.268	2785.504	6421.03	6242.846	4646.843	5288.252	329.589	5100.614	5239.481	7449.164	4857.727	3466.576	3037.635	5071.824	5923.542
4.2.1.103	33.971	0	0	0	0	71.262	13.986	0	0	99.422	6.945	0	10.523	15.987	0	29.245	0	0	0	0	0	0	193.996	0	14.036	0	0	9.016	0	0	38.246	9.006	13.549
4.2.1.104	44.407	163.33	19.424	0	16.218	281.427	0	0	17.814	0	20.49	0	0	4.641	4.667	58.207	23.849	6.998	0	0	6.971	0	0	40.364	90.974	230.591	29.838	11.588	8.88	0	0	11.489	4.662
4.2.1.106	21.109	17.629	0	0	32.589	0	0	0	7.839	0	0	8.874	7.735	0	0	0	0	24.916	15.485	0	6.559	0	0	9.77	0	6.672	5.886	0	8.855	0	18.832	0	0
4.2.1.107	34.866	29.518	24.235	0	18.917	0	0	0	20.59	0	0	19.04	0	0	0	22.119	0	10.292	36.608	0	0	11.305	40.82	14.161	0	0	0	34.744	9.439	0	14.483	8.177	10.868
4.2.1.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.109	65.096	478.417	62.327	64.74	223.456	0	17.256	0	222.011	0	0	130.509	49.481	8.667	33.952	6.569	144.11	60.349	554.842	44.817	57.656	24.352	28.648	234.365	0	91.475	139.702	124.057	72.624	0	28.353	37.657	0
4.2.1.11	8911.697	8243.311	4995.447	4418.75	3373.674	1325.759	3961.26	6917.371	10745.523	3416.696	4430.204	7968.354	7825.385	6484.64	7040.104	5599.261	5724.679	8950.809	6840.859	3028.533	5989.783	6467.355	5771.813	8399.044	1544.007	6525.585	5834.352	8882.247	6136.435	2960.335	4476.017	7095.262	10048.435
4.2.1.113	123.792	409.329	45.912	186.387	6.584	0	414.675	177.798	18.224	60.638	166.433	31.406	23.703	224.763	59.539	187.063	0	17.916	117.587	117.219	168.712	59.859	65.057	187.914	0	55.83	81.246	37.99	16.657	237.225	216.07	91.915	2513.416
4.2.1.114	0	0	0	0	0	0	0	267.955	0	245.725	123.228	0	75.116	0	0	0	770.292	0	0	0	0	2731.108	0	1107.319	0	0	0	0	0	0	0	0	0
4.2.1.115	12.645	0	0	92.164	0	0	0	0	0	0	0	0	4.034	48.752	0	32.859	0	0	0	0	0	0	0	0	12.409	0	0	0	0	0	24.893	0	0
4.2.1.118	0	6.205	0	0	0	0	0	0	11.108	8.088	11.196	0	0	0	0	0	0	17.34	0	0	0	0	14.085	0	0	19.166	0	0	5.374	0	5.672	0	0
4.2.1.119	11.817	0	0	99.979	0	0	36.507	37.756	0	0	0	465.2	27.435	30.276	0	15.003	0	0	0	0	100.608	0	0	0	0	0	22.33	0	0	36.499	510.018	0	60.465
4.2.1.12	5.797	332.65	0	0	0	59.675	0	352.025	46.776	0	128.855	16.337	67.611	0	0	4.444	0	0	0	11.595	7.014	0	0	0	31.297	0	0	0	0	0	0	85.906	3399.741
4.2.1.120	29.623	0	7.732	12.626	0	0	23.847	10.692	19.662	46.588	0	1221.373	35.909	7.133	6.309	0	0	0	0	0	168.292	43.21	8.432	16.117	0	0	17.06	0	8.414	0	167.125	14.652	50.497
4.2.1.126	740.295	472.235	750.798	2061.502	217.378	426.033	1696.507	1102.803	217.691	1029.196	746.789	1468.177	1225.716	2617.093	187.584	937.391	204.038	555.047	115.616	576.009	1115.708	934.825	1710.935	297.65	96.105	534.343	697.374	1160.174	633.095	2573.384	859.998	367.707	2888.352
4.2.1.129	0	0	0	0	0	0	0	6.977	0	80.989	6.299	0	18.33	0	0	25.955	0	0	0	0	0	0	6.981	0	0	10.039	0	0	0	0	0	0	0
4.2.1.130	92.711	127.655	98.243	30.503	0	0	939.63	846.535	190.622	158.568	331.048	0	227.821	192.912	0	17.021	11.734	7.25	0	115.675	20.316	51.394	444.814	3.243	0	151.999	0	4.386	0	101.717	106.245	43.81	2879.027
4.2.1.135	45.888	0	39.198	25.469	0	0	0	444.494	0	0	9.049	0	189.344	111.035	0	0	17.461	0	0	7.406	4.528	0	250.388	0	0	0	0	0	0	68.047	9.858	0	0
4.2.1.136	5231.647	5049.231	3524.34	2329.312	2288.854	900.041	2838.804	4244.525	5306.949	2895.781	2989.48	5666.323	4556.187	3654.613	1237.587	3428.383	3600.127	5561.975	3626.133	2043.51	4397.037	5040.929	3657.569	6352.132	183.13	4179.19	3782.425	5855.944	3184.19	3320.245	2705.994	4241.851	3068.621
4.2.1.147	0	0	0	0	0	115.26	0	250.01	6.475	229.955	144.162	0	89.236	0	0	0	420.916	0	0	0	0	2478.744	0	1436.852	44.75	0	0	0	5.411	0	0	0	0
4.2.1.149	0	3.67	0	0	0	0	0	1.919	0	0	3.253	0	1.461	0	0	0	0	0	0	1.249	0	0	0	0	0	0	0	0	0	0	0	7.842	6.165
4.2.1.151	0	33.759	113.585	549.338	69.093	0	261.583	148.094	23.441	560.995	45.219	0	107.448	45.192	25.136	402.874	0	0	69.872	270.497	250.824	370.679	274.289	50.95	6.244	69.641	0	371.268	0	20.405	0	109.25	10.823
4.2.1.163	0	122.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98	0	15.152	0
4.2.1.167	0	18.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.988	0	0	0	0	8.04	0	0	0	0	0	0
4.2.1.17	918.929	584.725	335.835	1492.61	136.102	203.646	736.866	1117.815	1518.839	540.736	484.145	1822.895	1029.698	1132.368	40.052	507.836	1070.153	334.533	125.359	312.74	1081.758	420.261	1504.352	321.689	90.304	490.087	637.281	1747.15	51.106	2101.257	703.336	792.072	339.212
4.2.1.19	5628.953	6631.752	4027.145	2858.309	2182.893	680.69	3156.349	4031.755	5908.175	2449.296	3310.925	5888.237	4770.334	3809.415	1441.905	3435.921	3536.546	5962.562	3758.232	2236.066	5298.14	5780.425	4537.302	5677.431	230.083	3884.959	4611.467	6714.889	3153.441	2434.688	2863.227	4402.807	3745.88
4.2.1.2	2839.996	4707.347	4996.092	3136.803	1686.265	320.416	2934.753	4403.579	5887.617	2444.719	1796.879	4597.677	2908.439	3377.625	732.041	2391.112	2979.119	3400.077	3562.15	1850.451	3563.599	2706.181	3543.614	3188.455	140.884	3660.649	3068.482	4571.752	3162.637	2557.029	3003.907	3792.714	12294.702
4.2.1.20	8013.783	11914.698	7088.318	6614.481	4898.319	792.533	7544.854	10595.92	13266.138	5996.122	5851.216	11005.983	9215.82	8739.03	2282.562	7641.032	7023.628	12659.902	8043.232	5113.57	10006.611	12946.041	9207.005	14038.223	427.93	8539.232	8383.055	12465.736	5221.614	6742.451	6614.7	9484.322	9528.038
4.2.1.22	0	0	0	0	0	0	0	0	11.526	0	0	0	0	0	0	0	0	13.093	0	0	0	0	0	28.526	0	0	6.056	64.408	0	0	0	17.833	0
4.2.1.24	2068.595	3437.27	2038.018	389.804	1297.005	212.563	323.99	2985.37	2742.731	710.576	1274.904	2290.214	1431.829	320.713	368.095	1657.058	2168.624	2771.34	2297.814	451.507	725.946	2912.78	1349.568	3052.297	93.727	1648.1	1128.335	2347.832	892.731	22.182	1251.213	2690.932	6287.936
4.2.1.28	410.75	813.63	255.878	44.42	398.977	0	7.507	32.349	1370.069	26.716	11.147	184.064	350.105	19.276	25.678	96.578	567.551	560.828	161.201	32.026	68.55	83.946	77.271	117.837	0	393.904	279.971	273.295	16.518	0	346.434	613.84	3491.33
4.2.1.3	1149.275	2291.78	685.087	1918.587	461.96	260.287	1004.537	2885.616	2006.078	1242.031	954.843	2043.469	1219.995	1087.375	253.651	807.177	402.387	1935.936	2256.654	831.454	1606.204	772.176	1820.086	1186.874	90.978	762.657	1721.394	2268.592	482.972	1675.986	1273.466	1448.934	9033.47
4.2.1.30	200.574	375.289	107.91	15.042	85.786	58.163	24.951	44.938	313.401	0	37.74	121.35	119.479	39.572	73.166	48.841	319.907	112.083	24.669	37.228	41.474	47.028	34.629	64.63	0	190.112	77.314	197.738	39.622	0	228.734	153.221	483.588
4.2.1.32	2992.571	5006.794	1695.34	188.235	2078.301	161.709	623.814	895.223	7165.934	448.425	1230.809	1782.914	2794.566	1326.514	957.982	704.391	3495.62	3682.044	2170.701	834.873	3068.767	849.106	749.037	2532.061	88.671	2337.557	2811.471	2484.609	1401.016	94.009	661.346	3517.838	9619.378
4.2.1.33	13401.873	16991.701	7919.221	7166.544	6745.533	1104.371	8027.879	9037.615	16326.131	5736.314	7598.603	12880.532	11280.82	9286.081	2743.065	7844.187	12607.477	11725.624	7298.075	5422.444	11164.141	14272.501	9070.077	14225.753	593.954	10316.378	10948.513	15692.123	7134.815	5575.13	7266.268	13112.099	18073.949
4.2.1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.36	0	18.405	0	0	12.903	0	10.949	2.509	0	0	3.702	5.068	0	1.563	0	11.983	0	0	0	1.359	0	0	0	0	0	0	0	19.411	0	0	0	19.946	0
4.2.1.40	137.008	576.017	32.001	0	80.575	64.177	0	196.895	200.95	6.193	106.366	114.693	120.611	8.2	43.883	0	238.071	119.565	9.982	80.897	15.481	37.412	7.535	85.591	0	59.516	92.384	58.061	19.268	15.013	56.806	147.6	2302.924
4.2.1.42	440.493	2113.003	300.221	441.231	150.635	0	607.332	1124.108	188.803	373.986	746.682	2581.79	414.563	1173.827	92.323	190.677	308.488	354.129	125.527	312.51	541.54	254.849	355.516	347.081	0	553.208	369.031	765.15	409.975	516.835	1000.307	796.879	8867.645
4.2.1.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.44	1223.896	880.57	223.927	47.038	316.195	0	81.106	384.491	1684.167	56.891	510.608	674.776	979.509	80.246	403.695	342.781	1589.057	380.565	661.247	227.642	283.258	448.647	731.637	1730.112	0	982.597	565.412	1044.728	449.824	7.702	391.708	852.441	310.227
4.2.1.45	160.292	130.259	375.183	255.468	85.12	0	604.033	712.918	124.588	364.26	31.616	346.762	208.562	1991.284	23.336	261.536	41.841	68.26	33.181	108.526	174.825	84.751	402.904	56.662	11.512	200.125	10.266	14.892	5.224	1232.627	27.868	55.723	249.035
4.2.1.46	6165.623	7320.237	3535.063	5785.466	2091.979	791.105	5534.415	5487.356	7577.14	3751.171	4293.222	7051.145	7425.364	7884.765	1619.58	4356.197	4172.85	5805.038	3722.247	4015.227	7817.78	3836.074	7261.149	4267.207	245.931	4668.325	5757.508	6555.567	4574.676	4215.945	3172.418	4556.884	7869.42
4.2.1.47	1745.483	1224.542	1390.106	3330.705	177.679	202.114	3566.26	2823.184	1956.802	1818.533	1709.292	2175.188	2082.745	5752.506	461.521	1215.234	679.276	1937.424	2629.751	1458.852	1436.91	1063.765	2638.807	1099.572	93.083	1537.323	2022.976	2844.266	985.945	5006.186	2041.478	822.399	3454.618
4.2.1.49	733.64	346.569	303.75	2392.769	39.195	32.706	1899.432	839.273	101.784	1256.314	610.137	1377.222	1142.055	3087.523	112.612	803.639	37.715	108.47	238.211	742.242	539.083	904.588	1304.217	180.099	54.53	606.199	539.513	1400.61	288.504	2158.298	760.54	305.46	126.665
4.2.1.51	1574.709	1716.714	1873.46	737.929	655.626	123.005	1479.653	850.687	1352.504	674.771	659.113	2816.149	872.704	1834.035	195.87	1499.697	1464.571	1089.967	884.311	856.514	1772.217	584.154	1129.982	450.2	10.986	1185.832	1569.381	1472.08	1034.177	673.73	606.675	1888.612	6599.455
4.2.1.52	74.68	21.193	38.762	0	75.558	50.845	0	0	195.327	6.678	8.128	68.011	90.511	0	32.071	0	358.536	96.185	0	30.528	0	27.502	6.595	72.164	0	55.795	30.449	47.608	28.2	0	35.637	35.832	86.064
4.2.1.53	1103.547	1217.446	465.542	197.645	368.87	117.009	143.217	297.191	836.44	148.019	350.723	736.584	525.528	715.257	267.911	218.743	800.139	620.347	313.345	379.127	643.767	370.667	271.792	693.127	13.021	838.543	884.609	1010.875	972.365	12.826	175.845	1079.172	710.725
4.2.1.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.202	0	0	0	0	0	0	0	0	12.207	0	0	0	0	0
4.2.1.55	852.774	994.255	336.391	175.466	309.847	318.384	377.494	191.234	1536.513	356.954	295.646	1771.771	157.166	181.602	186.862	304.885	1050.515	837.893	370.292	167.628	748.605	366.852	290.464	455.649	70.662	654.437	604.605	1126.39	573.507	131.154	417.468	984.24	584.556
4.2.1.59	3807.568	5620.793	3504.683	2783.888	2278.762	921.75	3340.299	3584.773	7010.453	2439.983	2825.27	5969.786	3069.509	4026.813	1337.439	2562.506	3108.421	5189.157	3497.584	2031.913	4365.434	2882.384	2823.345	3029.244	230.144	3342.848	3100.223	4807.858	2937.069	2456.096	2496.143	3815.978	9038.582
4.2.1.6	17.802	748.472	35.653	3.731	21.851	0	80.786	228.183	61.866	16.587	553.501	71.126	41.341	23.538	6.967	20.063	129.28	17.891	34.467	44.661	127.438	27.588	30.905	89.175	0	12.974	42.452	135.543	110.428	31.175	60.671	252.752	2651.164
4.2.1.68	0	0	0	0	0	0	0	0	0	0	0	4.55	0	19.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.115
4.2.1.7	78.28	640.969	20.37	14.395	3.217	35.194	124.043	529.686	59.247	24.96	413.752	283.021	120.481	40.482	15.587	80.421	26.441	14.669	112.69	51.371	200.485	67.172	0	30.588	29.521	27.166	25.59	83.119	67.204	0	207.522	113.111	5828.083
4.2.1.70	268.577	1559.132	174.113	293.327	30.224	52.607	522.838	1122.097	234.932	713.602	809.915	588.885	432.799	1129.715	90.178	356.069	118.967	167.494	106.487	365.051	263.54	798.452	383.173	177.243	78.535	566.304	290.021	284.014	2295.067	430.163	867.642	422.328	9449.913
4.2.1.75	165.927	421.892	25.113	5.076	0	0	0	220.776	69.616	0	82.01	14.867	64.485	323.736	13.076	8.907	136.778	66.04	31.596	29.189	17.515	52.804	0	11.697	0	61.089	52.94	100.23	8.162	5.072	26.56	166.944	2421.52
4.2.1.79	18.814	714.94	3.378	0	0	0	0	292.139	13.385	0	120.915	35.693	0	22.537	0	0	50.623	0	4.479	13.205	0	0	0	5.379	0	0	0	0	0	0	0	75.977	4335.922
4.2.1.8	3530.919	1449.601	1123.248	3747.362	443.141	83.698	4444.344	3393.345	1739.885	2288.278	2244.539	3770.593	3106.737	5000.876	525.099	1554.504	908.929	1908.175	1620.713	2300.86	2641.603	1668.114	2747.51	1866.608	127.683	2138.106	2140.74	3287.113	1523.324	4402.467	2300.533	881.632	4963.313
4.2.1.80	0	559.886	14.494	0	0	0	0	48.538	0	11.18	0	10.323	62.84	3.949	0	0	0	0	0	21.541	0	0	0	0	0	0	40.907	0	0	13.61	0	121.526	13.471
4.2.1.81	0	8.897	0	0	0	0	0	7.069	2.292	0	3.349	0	1.553	0	0	0	0	0	0	1.496	0	0	0	2.502	0	0	0	0	0	0	0	1.484	0
4.2.1.82	0	0	0	0	0	0	0	0	0	0	0	9.826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.85	944.958	1982.475	697.626	139.071	833.647	4.992	134.849	196.214	2760.396	184.623	212.257	821.088	1345.521	359.877	362.508	350.133	1160.906	2223.072	256.303	342.493	1609.15	377.316	295.752	911.105	18.559	884.995	1313.916	1121.482	415.409	16.292	263.288	1841.339	862.718
4.2.1.9	6344.331	6982.071	3147.245	3061.665	2431.149	979.967	3119.229	4926.302	5193.48	2817.641	3679.894	6917.952	4728.893	3663.156	1187.034	3617.872	3078.571	6101.864	4372.14	2377.523	5536.107	5922.097	4318.961	6154.783	268.612	4755.989	4275.874	6826.785	4356.332	2564.106	3322.041	4721.538	9680.426
4.2.1.90	8.879	214.337	66.591	0	26.467	0	0	484.403	16.841	5.236	170.238	0	192.267	0	0	3.728	134.871	7.965	5.341	11.111	47.812	0	6.563	13.628	0	94.824	5.768	105.242	0	0	0	41.49	5871.591
4.2.1.91	288.054	24.729	0	0	0	0	0	83.062	38.932	0	6.49	97.377	40.2	0	0	83.523	15.196	125.198	65.241	0	90.618	94.339	75.413	0	0	71.945	99.001	170.505	289.39	0	0	41.201	77.346
4.2.1.93	0	0	0	0	0	0	0	0	0	42.481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.1.96	0	0	12.205	0	0	90.937	0	0	0	0	0	0	0	0	0	0	16.381	0	0	0	0	0	0	0	33.033	0	0	0	0	0	0	0	0
4.2.1.99	6.25	13.445	0	0	0	0	0	8.745	2.18	0	3.364	0	1.25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.43	106.778
4.2.2.1	0	54.334	0	0	20.024	0	9.05	0	0	10.492	19.087	627.573	0	0	0	0	0	13.342	0	17.64	0	0	30.529	7.611	0	0	52.2	0	49.104	0	0	0	152.134
4.2.2.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.12	81.833	63.712	39.296	113.309	0	0	211.686	426.152	21.321	119.001	0	0	202.916	227.818	0	17.643	0	0	0	52.048	29.955	7.88	385.306	0	0	38.954	30.927	7.231	10.742	182.715	16.903	5.03	24.137
4.2.2.17	59.32	85.736	91.518	191.345	0	0	254.609	64.014	33.016	134.812	112.228	261.828	4.658	544.38	18.489	137.691	87.345	65.001	39.567	0	133.412	65.052	0	44.896	12.058	52.67	182.865	62.644	10.849	116.292	270.284	173.926	36.052
4.2.2.2	69.31	71.586	3.336	399.763	0	0	679.956	30.69	0	325.862	107.817	224.211	118.597	510.113	9.391	250.687	0	15.703	8.316	338.134	515.142	16.662	745.725	0	14.616	146.609	125.483	168.529	5.662	618.969	259.199	5.165	60.439
4.2.2.20	11.487	11.829	0	0	0	0	29.272	0	0	0	0	0	0	0	6.111	37.941	0	0	0	34.971	14.728	0	0	0	0	0	0	0	0	0	33.727	7.173	4.806
4.2.2.21	15.997	7.331	0	0	0	0	63.443	5.343	0	70.526	0	0	6.675	82.767	0	16.195	0	0	0	14.664	14.422	0	155.557	0	0	37.826	22.71	14.017	0	115.035	28.747	0	12.261
4.2.2.22	0	73.688	0	108.325	0	0	273.276	0	0	65.708	8.242	0	7.099	0	0	19.548	0	0	0	92.07	0	5.186	0	0	0	0	27.03	0	4.509	0	0	0	0
