# Gene Family	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
TAG50:5-FA14:1	0.8873	1.0617	0.8625	0.3248	2.8008	1.039	1.3684	0.6603	6.0041	2.4255	0.9468	0.4896	0.6879	0.3741	1.8239	0.3689	1.9171	2.3921	0.7981	0.3248	1.3185	1.5696	24.4055	1.497	0.9488	0.4414	3.4304	0.543	0.6428	0.5013	0.9924	0.8281	0.4328	0.8232	1.3528	1.9649	0.5045	0.6101	0.3758	0.8773	1.7369	1.9637	0.5881	0.8261	0.7774	0.4492	0.9247	0.9056	0.4511	1.0454	0.4987	1.5379	0.6589	1.0714	0.7281	1.3933	0.7922	1.5284	2.8932	1.2353	0.6496	2.2631	1.1692	1.6147	0.7276
TAG50:5-FA16:0	0.6209	1.3003	0.5438	0.3543	1.5242	2.0017	1.4031	0.3988	1.8871	1.1575	1.7127	0.8351	0.5001	0.4652	1.6272	1.0488	1.3475	1.5464	0.8264	0.3103	1.5536	0.5821	3.091	0.485	1.5916	1.0723	0.7943	0.3229	0.3256	0.3103	1.8434	1.1837	0.6172	0.5648	0.3706	0.7501	0.4796	0.6031	0.6231	1.0127	0.9347	0.9542	0.8754	0.9799	0.9771	1.1622	0.7281	0.9855	0.3644	1.4616	0.5416	1.2017	0.3834	0.9774	0.5117	0.72	0.9873	1.243	1.2395	2.2616	1.2096	1.7169	1.0201	0.7694	0.4571
TAG50:5-FA16:1	0.5614	0.8662	0.6795	0.4753	1.8054	1.6277	1.8309	1.005	1.4741	1.4527	1.2843	0.715	2.8459	0.3027	1.2134	1.193	0.9985	1.0563	0.8968	0.2015	1.0015	0.8727	4.6513	0.7997	1.7007	0.5042	0.5028	0.2015	0.5462	0.5022	3.865	2.0052	0.6382	0.9199	0.7519	2.1922	0.4935	0.6651	0.9344	0.737	0.7639	0.5146	0.7164	1.2275	4.0165	0.6317	0.8101	0.6888	0.58	0.8359	0.4787	0.6279	1.1862	1.1493	0.8583	0.6523	1.6067	1.0408	2.3279	4.0331	1.3329	0.9688	6.4808	0.7512	0.6313
TAG50:5-FA18:1	0.7558	1.9825	0.6907	0.4212	1.8951	1.1868	1.8726	0.6867	3.2502	1.3746	0.9675	0.4011	0.2684	0.8844	2.6261	1.7205	1.9643	4.3789	0.9891	0.1427	1.0773	0.3738	72.4089	1.0215	1.6497	0.3679	1.2709	0.1427	0.2244	0.1863	1.1744	0.8068	0.5324	0.9626	0.8464	1.2106	0.4613	0.3271	0.4565	1.0866	1.8642	1.7208	1.0667	1.1099	0.4881	0.3818	0.8621	0.6637	0.5481	0.695	0.8128	1.34	0.2213	1.1012	0.3788	0.8495	0.9935	1.3049	0.5994	0.6619	0.9882	1.0282	0.5514	2.1422	0.3798
TAG50:5-FA18:2	0.6907	1.5166	0.6157	0.1769	2.9994	1.2524	0.898	0.3134	5.2482	2.139	0.9914	0.4475	0.514	0.2136	1.6264	0.717	1.8579	2.3684	1.0185	0.1675	0.797	1.0938	74.6304	1.2449	0.8808	0.2835	2.9404	0.1774	0.2637	0.1675	1.0489	0.8534	0.4318	0.9486	1.1257	1.2509	0.2575	0.3627	0.3047	0.708	1.7917	1.1422	0.5999	0.7822	0.7086	0.2922	0.9985	1.0015	0.2905	1.2445	0.387	1.138	1.1849	1.0712	0.4677	1.2288	0.6556	1.0391	5.9274	0.9502	0.8929	1.7873	0.9314	2.7547	0.4804
TAG50:5-FA18:3	0.6439	2.256	0.57	0.3883	2.7017	1.1939	1.147	0.594	2.4483	1.549	1.4928	0.5404	1.066	0.4651	1.5328	0.7223	1.5783	2.7699	0.8204	0.2838	0.9058	0.3923	3.6998	1.281	1.284	0.3744	1.0507	0.2939	0.4163	0.2838	1.7631	1.0366	0.4762	0.739	0.9777	1.7551	0.3589	0.748	0.964	0.5867	1.5616	1.8866	0.9024	0.8538	1.6868	0.5244	0.7061	0.5991	0.4516	0.8315	0.3959	0.9878	2.3717	1.8732	0.7575	1.0736	1.0122	0.8283	11.919	3.8107	1.7842	0.9083	2.659	0.9468	0.5557
TAG50:5-FA20:4	1.2397	1.7345	0.5062	0.3767	1.5629	2.5017	1.2882	0.8744	2.2978	1.5105	2.9557	1.0676	0.5927	0.5313	1.7639	1.4467	0.787	1.6085	0.8712	0.279	1.2797	0.4442	1.7644	0.3809	3.021	0.7849	0.5617	0.2817	0.4667	0.279	0.9305	3.2696	0.5917	0.4696	0.3881	0.706	0.6523	0.8384	0.4754	0.7606	0.7529	1.1404	1.4925	1.2622	0.5596	0.4627	1.6916	0.9046	0.486	1.6206	0.4937	1.4687	0.3775	1.366	0.5895	0.53	2.9077	3.2866	0.427	1.9997	1.8441	2.9956	1.4663	0.4	0.288
TAG50:5-FA20:5	0.6888	0.9991	0.5331	0.4785	2.0911	1.9974	1.647	0.9962	2.3034	1.0945	1.4127	0.5403	0.6015	0.3762	1.4585	0.618	1.1734	1.8048	1.1801	0.3738	0.998	0.7523	3.6792	0.6668	3.0331	0.6836	0.9324	0.3738	0.5203	0.5339	1.4545	1.3309	0.484	0.5165	0.5218	0.6888	0.8495	0.7256	0.4765	1.2259	2.4742	1.5534	0.7915	0.8799	0.9492	0.7523	0.728	0.7523	0.8619	1.0914	0.498	0.8579	0.5012	0.9466	0.6557	0.5844	1.1537	1.6035	1.1528	4.6818	0.9136	1.6314	1.1024	0.5374	0.511
TAG50:6-FA20:4	1.0889	1.4865	0.5776	0.4865	1.13	1.5537	1.1756	0.7253	1.6471	1.6793	2.6081	0.8381	0.6329	0.4688	1.2114	0.9925	1.0106	1.6342	0.7996	0.4078	1.4131	0.6205	2.7475	0.5458	1.4135	0.8328	0.7846	0.4078	0.5776	0.5475	1.0274	2.5033	0.5559	0.517	0.6625	0.8779	0.6891	0.6422	0.4149	0.6364	1.2136	1.3817	1.0336	1.0933	0.5767	0.5135	0.7452	0.6497	0.6984	1.2999	0.7452	1.1101	0.8974	1.1911	0.9133	0.6847	1.9337	1.5038	0.7046	2.2012	1.1782	1.6793	1.2158	0.552	0.4759
TAG51:0-FA16:0	0.468	1.0561	1.7433	1.3541	0.592	1.7856	1.4921	0.295	8.763	1.9728	2.1215	1.4752	0.9078	0.9336	6.193	1.3285	5.5371	8.9833	2.0317	0.1807	1.5522	0.529	6.4098	1.2574	2.7488	0.272	1.3575	0.1993	0.3627	0.3089	0.78	1.8379	0.8768	0.638	0.909	2.3794	0.3283	0.2964	2.6539	0.879	7.1145	1.1973	1.7358	0.5848	5.2492	1.8668	0.3076	0.3493	0.8517	0.4345	0.2464	0.2876	0.2914	2.2638	1.0244	0.7924	2.7705	0.7604	0.4765	0.4664	1.1934	1.2484	0.7799	0.8259	0.2505
TAG51:0-FA17:0	0.3839	0.775	2.0361	0.7308	0.336	1.5628	1.483	0.128	2.8159	1.4354	2.5047	1.6896	1.0691	1.1668	5.4634	0.8771	6.2134	6.3568	1.9444	0.128	1.8837	0.5311	3.4775	1.2012	2.9339	0.3668	1.0611	0.172	0.3944	0.2434	0.6486	2.0581	0.9156	0.4609	0.8475	2.7415	0.34	0.1401	3.2898	0.7367	2.2045	1.2439	2.1333	0.4307	2.1633	0.8051	0.2799	0.3826	0.6474	0.3026	0.187	0.1736	0.1734	2.2393	1.0824	0.6313	2.0176	0.608	0.5173	0.4415	1.1261	0.8986	0.7824	0.7361	0.1948
TAG51:0-FA18:0	0.7562	1.3621	2.3902	0.7723	0.9484	2.0144	1.4732	0.2579	1.6978	1.2935	3.752	1.5367	0.9195	1.4157	7.0596	0.9996	7.0969	8.0707	2.2593	0.1323	2.3057	0.4648	3.0548	1.1981	4.0973	0.4145	1.1367	0.1392	0.4229	0.238	0.583	2.627	1.2658	0.3349	0.7543	3.73	0.3392	0.1719	2.7461	1.0796	2.3027	1.541	1.8755	0.3995	1.8715	0.6479	0.2808	0.4123	0.6787	0.4985	0.2122	0.5018	0.1323	3.0071	1.4459	0.6236	2.1656	0.9248	0.3112	0.5322	1.3129	1.0738	0.8569	0.6301	0.2078
TAG51:1-FA15:0	0.5311	0.5801	1.113	0.4032	2.4317	2.282	0.918	0.5227	11.6087	1.1284	1.3282	0.6919	1.3492	1.0064	1.1009	0.5502	1.9229	2.025	3.1927	0.1985	1.1747	1.9142	6.9692	0.9936	0.8927	0.3042	2.3963	0.7903	0.4802	0.1985	1.352	1.086	0.4925	1.1392	0.6154	0.9213	0.9334	0.4485	0.7121	1.0876	1.682	0.4706	0.7989	0.4943	1.2675	0.5098	1.4503	0.8131	0.576	0.6035	0.627	0.7639	0.3553	1.4514	0.7963	0.603	0.523	1.1918	0.9576	1.0874	0.6508	4.9392	1.3206	0.7237	0.4156
TAG51:1-FA16:0	0.3495	0.6527	1.6564	0.6613	1.6982	1.6255	1.0311	0.3179	24.3243	3.1798	0.9548	0.6214	1.0054	0.4191	3.1561	0.9562	2.3043	4.7947	2.2668	0.2061	0.9827	1.0682	25.6216	1.7902	0.8393	0.2061	2.8731	0.2239	0.3191	0.5172	1.6984	1.1333	0.5871	1.2033	1.884	1.767	0.636	0.3959	0.9557	0.8025	11.8695	1.0973	0.9056	0.5751	3.0726	1.1182	0.6179	0.5429	0.3366	0.5801	0.2961	0.5233	0.5159	1.9329	0.446	0.9878	1.0876	0.8726	1.0059	0.9333	3.3521	3.2512	1.0412	1.3462	0.3696
TAG51:1-FA17:0	0.3139	0.4493	1.7108	0.4734	1.6649	1.5751	0.9691	0.2315	20.8263	2.6615	0.7946	0.7528	1.2126	0.5019	2.072	0.7724	2.3066	3.671	2.6963	0.1651	0.9809	1.6634	20.9469	1.9868	0.8822	0.2738	3.264	0.2544	0.3207	0.1651	2.141	0.9459	0.5901	1.2569	1.3801	1.4585	0.8293	0.3302	1.2201	0.9555	5.3719	1.2914	1.0033	0.5519	1.7828	0.6953	0.7271	0.5705	0.3199	0.5127	0.5972	0.413	0.3537	2.0498	0.5627	0.8096	1.1403	0.9405	1.5627	0.7152	1.1168	2.5864	1.2757	1.342	0.4235
TAG51:1-FA18:0	0.7294	1.8317	0.9744	0.7027	1.6589	2.8282	2.0947	0.6877	9.1379	1.6177	1.0528	0.6641	0.7621	0.5306	1.606	0.6361	1.5032	2.9041	2.7128	0.2845	1.0974	1.0896	5.1676	0.7854	1.256	0.47	2.6088	0.2845	0.645	0.4919	1.292	1.1825	0.4546	0.8654	0.8982	1.1561	0.9248	0.4411	0.7302	1.6087	4.191	2.8298	0.6688	0.5015	0.9278	0.574	0.9416	0.4489	0.4684	0.4854	0.5273	1.2935	0.2851	1.2326	0.3483	0.5395	0.6667	1.445	0.6172	0.5982	0.6775	2.2833	0.9536	0.5961	0.4603
TAG51:1-FA18:1	0.4818	0.7201	1.2423	0.5559	1.7796	2.4727	0.7965	0.3983	12.7548	1.3874	0.77	0.7905	0.87	0.4179	1.5451	0.9261	2.0017	4.2102	2.4468	0.1068	1.0068	1.2595	12.2506	1.069	0.9001	0.271	2.7526	0.1818	0.2967	0.1068	1.5457	0.9958	0.5461	1.1635	0.8379	0.9924	0.6403	0.3805	0.8991	1.2265	2.3979	1.0963	0.8714	0.5094	1.2616	0.5015	1.057	0.5984	0.311	0.5134	0.3961	1.5122	0.2796	1.4081	0.4927	0.5056	0.7853	1.5434	0.8152	0.7693	0.6391	3.0701	1.1887	0.8749	0.303
TAG51:2-FA15:0	1.1456	0.4144	2.2167	0.4119	6.4584	2.0287	1.0142	0.327	17.5743	2.15	0.8384	0.3611	1.3916	0.5302	1.5798	0.4589	1.3672	2.4645	3.6167	0.1354	1.1539	2.6601	13.6727	1.6582	0.4112	0.3307	3.2921	0.4163	0.4518	0.1354	1.4531	0.6004	0.3541	1.0083	0.7929	0.9675	0.8401	0.4818	0.3283	1.9506	2.8933	0.9702	0.6403	0.6199	1.6662	0.3528	0.8794	0.7287	0.7944	0.9528	0.4583	1.3451	0.5752	4.1053	0.569	1.2424	0.3987	2.3328	1.4785	0.7537	0.5668	21.8759	3.7511	1.2503	0.4095
TAG51:2-FA16:0	0.7402	0.8349	1.2567	0.7284	1.5138	1.0906	1.0066	0.6956	7.8307	2.1367	0.9623	0.7592	0.9304	0.696	1.8901	0.8672	1.6529	2.5601	1.4437	0.62	0.931	1.0248	11.954	1.6963	0.7555	0.6564	2.1308	0.62	0.6999	0.6999	1.4719	0.9603	0.8119	1.0987	1.4563	1.3846	0.8383	0.7736	0.7361	0.9945	3.5443	1.5031	0.9255	0.8681	1.5094	1.0737	0.8814	0.8851	0.6219	0.882	0.7506	0.853	0.8057	1.4882	0.7946	1.1593	0.9275	1.0758	1.1614	0.8944	1.0991	2.4831	1.2851	1.4985	0.8111
TAG51:2-FA16:1	0.2856	0.7221	0.7586	1.6632	0.8374	1.1808	0.7057	0.7215	7.4923	2.8419	1.2813	0.5038	1.8982	0.3926	1.3162	0.5024	1.1166	0.6562	1.7312	0.1949	1.0063	3.0008	5.0608	1.2557	0.7792	0.1949	1.6136	0.4657	0.4902	0.2201	3.2075	1.2938	0.6071	1.7445	0.6989	1.3423	1.5969	1.992	0.3666	0.3916	1.5131	0.6466	1.0173	0.9937	2.3514	0.5529	0.7348	0.4253	0.2957	0.3415	0.257	0.2951	0.2372	1.0093	0.3743	0.6488	1.193	0.6446	1.8586	1.4817	5.6313	1.3864	1.5187	0.5389	0.6588
TAG51:2-FA17:0	0.4585	0.5558	0.9659	0.307	3.0168	1.6181	0.889	0.2325	12.5301	5.6748	0.7532	0.333	0.9736	0.2839	3.0936	0.6818	3.3873	4.6394	1.5664	0.1521	1.0156	1.9255	25.1241	3.7668	0.6098	0.2118	3.7575	0.1983	0.2055	0.1521	3.3387	0.8976	0.5165	1.4033	2.3874	2.7391	0.5755	0.3702	0.4545	0.7956	8.1681	2.703	0.7974	0.8926	1.947	0.7127	0.8863	0.65	0.2212	0.9213	0.2888	0.7145	0.5689	1.9233	0.481	1.6197	0.8585	0.9844	1.8533	0.905	0.9615	3.7812	2.3472	2.5775	0.3908
TAG51:2-FA18:0	0.9427	1.9088	0.8867	0.6904	1.5126	2.5865	2.1094	0.8051	2.8202	1.1858	0.9407	0.6583	0.7923	0.8245	1.8171	0.9242	1.0399	4.1041	1.0025	0.556	0.9762	1.0567	2.7554	0.9209	1.2742	0.8095	1.0964	0.6867	0.7362	0.556	1.105	0.9783	0.7172	1.0196	0.964	1.1606	0.7907	0.7604	0.8207	1.4758	5.9744	7.1261	0.9402	0.911	0.9815	0.8827	0.8579	0.6724	0.7504	0.7671	0.8037	2.2179	0.6426	1.2651	0.677	0.7834	0.9081	1.85	0.8618	0.9221	0.9545	1.6775	1.1838	0.993	0.7618
TAG51:2-FA18:1	0.8957	0.9282	1.408	0.64	2.2554	2.1775	0.9961	0.5592	9.4487	1.4943	0.7339	0.5576	1.0318	0.5182	1.5114	0.8473	1.0468	2.8789	1.8644	0.4062	1.0094	1.512	6.5494	1.0648	0.7791	0.5846	2.1356	0.4662	0.5546	0.4062	1.2671	0.8051	0.5686	1.1099	0.8396	0.9099	0.8578	0.6175	0.5752	1.2369	2.2877	1.0968	0.7637	0.7456	1.2974	0.6506	0.7684	0.6737	0.687	0.7665	0.6163	1.1973	0.5057	2.0057	0.5997	0.9218	0.6193	1.4408	1.1192	0.7666	0.8819	7.4813	1.7769	1.0039	0.5941
TAG51:2-FA18:2	0.5989	0.6002	0.8195	0.2904	4.7891	1.5293	0.8796	0.2538	10.1547	4.3733	0.8552	0.3835	0.6216	0.331	2.7045	0.7595	3.2507	4.9389	1.5035	0.1563	1.163	1.7365	20.9102	2.7404	0.6569	0.2806	3.8291	0.1622	0.301	0.1563	2.486	0.6699	0.5782	1.0328	1.9433	1.8494	0.4462	0.3077	0.7018	1.0679	6.4481	2.0954	0.8356	0.7443	1.3771	0.7943	0.8629	0.8021	0.3814	1.0505	0.3202	1.1325	0.7204	1.8296	0.4567	1.4199	0.8031	1.4016	1.5129	0.8511	0.8803	4.8004	2.0658	2.186	0.3047
TAG51:3-FA15:0	1.5791	0.47	0.9061	0.2383	15.8312	2.288	0.8195	0.2162	12.127	3.5139	0.7559	0.36	0.7563	0.2053	2.6133	0.4317	2.7418	3.5236	2.2406	0.1523	1.1981	2.5625	14.8863	2.9463	0.623	0.2795	3.9384	0.1719	0.4204	0.1523	1.4227	0.5771	0.2752	0.8788	1.6718	1.9284	0.4064	0.3605	0.2359	1.3546	3.881	1.5531	0.5874	0.9456	1.6327	0.4636	0.9144	1.0029	0.8285	2.3968	0.2036	1.6606	0.9687	3.0446	0.5487	2.4265	0.4493	2.3737	2.1519	0.9971	0.7284	15.1176	4.4578	2.506	0.3549
TAG51:3-FA16:0	1.0014	1.0416	0.9012	0.9578	1.0951	1.0094	0.9391	0.961	1.1177	1.0337	1.0109	0.9428	0.9764	0.9809	0.9224	0.9466	0.9474	0.9198	0.9933	0.8392	1.0321	0.9803	1.1577	1.0482	1.0591	1.0136	1.1233	0.9583	0.9201	1.0268	1.0325	1.0402	0.9867	0.9388	0.9541	1.0412	1.0001	0.994	0.9612	1.0028	0.997	0.9973	1.0137	1.1544	0.9813	1.0929	1.0126	0.9975	1.0289	0.9862	1.0055	1.0239	0.876	1.0111	1.06	0.9394	0.9303	0.9701	0.9919	1.0915	1.0256	1.1746	1.0408	0.9941	1.0334
TAG51:3-FA16:1	0.3238	0.6963	0.951	0.9868	1.2892	1.1129	0.9517	0.7426	4.955	2.1204	1.4473	0.5998	1.6496	0.2903	1.1304	0.7043	1.1096	1.2738	1.0323	0.1683	0.7547	2.6692	3.8517	1.116	0.6137	0.2711	1.0403	0.3266	0.4195	0.1683	4.3197	1.8436	0.9869	1.6245	0.6332	1.8037	1.2896	2.8585	0.391	0.4995	1.4001	0.7265	1.5532	1.5349	2.8815	0.8908	0.6967	0.3665	0.2782	0.3844	0.2974	0.3804	0.3435	0.926	0.4048	0.8628	2.0927	0.7134	1.3447	1.5617	1.5202	2.4159	2.2709	0.587	0.6602
TAG51:3-FA17:0	0.5551	1.2543	0.9163	0.5648	1.2747	1.5604	1.3893	0.5558	3.1816	1.469	1.1634	0.5334	0.8631	0.6325	1.3583	0.7017	1.3283	1.9101	0.845	0.384	0.999	1.4345	4.8851	1.101	1.0368	0.4812	1.3464	0.384	0.6347	0.5095	1.693	1.1548	0.5155	0.7307	0.8388	1.2415	0.5629	0.5744	0.4345	0.7244	1.5128	1.2343	0.8612	0.7804	1.1688	0.6328	0.7005	0.7133	0.4159	0.9291	0.4156	0.6366	0.8542	1.138	0.5704	0.7769	0.9504	0.9224	2.0842	8.758	0.8871	1.5687	1.4081	0.9403	0.7471
TAG51:3-FA18:1	1.0026	1.0138	0.844	0.9492	1.2129	1.2835	0.9515	0.9359	1.3375	1.0457	0.9444	0.8575	0.9956	0.9718	1.1101	0.9577	1.0125	1.3414	0.9914	0.8285	0.9794	1.0023	1.3026	1.0093	1.0017	0.9032	1.1109	0.8285	0.878	0.9831	1.0477	0.9461	0.9653	0.9715	0.957	1.0318	0.9994	0.9909	0.8502	1.0135	1.1289	1.0987	0.9868	1.0941	1.0059	1.0499	0.9549	0.9845	0.9472	0.9625	0.9448	1.0833	0.9774	0.9837	0.9555	0.9954	0.9151	0.9727	0.9782	1.0941	0.9728	1.4216	0.9949	1.0562	1.0187
TAG51:3-FA18:2	1.0597	0.4958	0.6789	0.2198	8.7809	1.7731	0.9855	0.2107	10.9626	3.09	0.7683	0.3626	0.6758	0.2346	2.5223	0.59	2.0012	2.965	1.1662	0.1168	0.8195	2.1902	11.696	2.3332	0.6826	0.2731	3.0866	0.1643	0.3628	0.1168	1.8077	0.5677	0.3446	0.847	1.4096	1.7274	0.4092	0.3706	0.4093	0.9079	3.6903	1.1729	0.6723	0.7046	1.2801	0.5906	0.7547	0.6872	0.4386	1.2724	0.2526	0.904	0.8108	1.8039	0.4166	1.5651	0.5812	1.4498	1.8652	0.9977	0.8116	8.0057	2.4368	2.0427	0.3418
TAG51:3-FA18:3	0.5233	1.392	0.7903	0.45	2.3293	1.7887	1.577	0.5523	4.1113	1.4273	1.6597	0.7264	1.1384	0.5171	1.7813	0.9243	1.6566	4.0894	1.0067	0.3336	1.2524	0.9933	3.1411	1.7377	0.8989	0.4743	1.4042	0.4289	0.6935	0.3336	1.1282	1.2599	0.5821	0.8797	0.9055	1.0376	0.4829	0.5813	0.4775	1.0858	1.4218	1.3614	0.7624	0.6484	0.8734	0.5563	0.6068	0.9094	0.6833	0.9824	0.7154	1.2654	0.7546	1.6511	0.7746	0.9416	0.7134	1.0165	3.0286	3.0819	0.9385	2.0396	1.0443	0.8448	0.6688
TAG51:4-FA15:0	1.02	0.5406	0.5225	0.2075	21.4157	1.8535	1.0376	0.1761	5.7827	3.9206	1.0208	0.3219	0.5535	0.2512	2.9681	0.4662	4.0009	6.0097	1.216	0.1507	0.86	1.713	10.174	4.0288	0.4443	0.2477	4.1919	0.1507	0.2705	0.1662	1.7502	0.6053	0.2886	0.7492	2.5873	4.2981	0.2738	0.2832	0.2633	0.6321	3.2781	2.7318	0.5495	1.2798	1.081	0.5086	0.8157	1.0986	0.496	2.8212	0.2005	0.8739	1.3012	0.9132	0.4481	3.401	0.5599	1.7404	3.668	1.5867	0.8018	4.8522	3.2617	2.4211	0.3646
TAG51:4-FA16:0	0.9839	1.0225	0.9801	0.9643	1.0614	1.0197	1.035	0.9673	1.1525	1.1465	0.9689	0.9758	0.9577	0.962	1.0275	0.945	1.0339	1.0611	1.0331	0.8305	1.0182	0.9575	1.1868	1.1009	0.9266	0.984	1.1522	1.0019	0.9112	0.896	1.0597	0.9376	0.9069	0.9624	0.9565	1.085	0.9812	1.0045	0.9591	0.9878	1.0776	0.9952	0.9791	1.0384	0.9121	1.0418	0.9576	0.994	1.0049	0.946	1.0011	0.9856	0.9473	1.0235	0.9949	0.9786	0.9432	0.9463	1.144	0.9726	1.0395	1.1432	0.9634	1.0529	1.134
TAG51:4-FA16:1	0.6854	1.0398	2.216	0.387	0.9612	0.9406	1.1206	0.5748	2.1812	1.2966	1.1318	0.707	1.3008	0.4324	1.2814	0.6246	0.86	2.0718	0.7956	0.3328	0.8192	2.1516	2.5724	0.8374	1.0376	0.437	0.9146	0.3328	0.4588	0.3768	2.3144	1.2574	0.9832	1.0646	0.5308	1.2302	0.8788	1.7362	0.405	0.866	1.6228	1.894	1.1578	1.3036	1.8516	0.8598	0.6952	0.496	0.4826	0.7152	0.4972	0.9054	0.6006	1.0502	0.431	0.8958	1.6398	1.0132	1.191	1.384	1.0634	1.8926	1.7352	0.7832	0.5376
TAG51:4-FA18:1	1.4239	1.4382	0.8462	0.8497	1.7226	1.6278	1.5031	0.7241	1.8402	1.0646	0.9642	0.8059	0.8279	0.8261	2.0767	1.1887	1.0901	3.38	0.9177	0.7241	0.8465	0.8009	2.4608	0.9566	0.9496	0.8709	0.9613	0.7894	0.7446	0.7558	1.0111	0.9579	0.8159	0.9937	0.8477	1.4233	0.8295	0.8403	0.7544	0.9548	1.406	1.3058	0.9918	1.165	0.7682	0.9033	1.2204	0.8209	0.7823	0.8979	0.8662	2.4964	0.7992	1.1375	0.7834	0.9717	1.0271	1.5712	0.8524	1.0587	1.5771	1.2478	1.0089	0.9716	0.887
TAG51:4-FA18:2	0.8016	0.5812	0.4891	0.1466	9.0477	2.0024	1.3711	0.1418	4.5967	2.308	0.8421	0.2581	0.4293	0.2035	3.0881	0.6403	1.9975	3.3019	0.6426	0.1057	0.6567	1.0151	5.2724	2.0971	1.4679	0.2728	2.5067	0.1983	0.6724	0.1057	1.1815	0.6611	0.3224	0.6832	1.1205	2.1444	0.2384	0.2498	0.2868	0.5863	2.4911	1.4398	0.6824	1.0087	0.9913	0.503	0.6935	0.634	0.3144	1.3229	0.201	0.7976	0.8593	1.327	0.2996	1.6387	0.6667	1.1451	1.2885	1.255	1.5255	2.6486	1.6199	1.4532	0.3966
TAG51:4-FA18:3	0.7115	0.9987	0.6988	0.3715	4.7429	1.8546	1.6098	0.5337	3.4812	1.6495	1.4105	0.7748	0.9054	0.3805	2.0519	0.606	2.1186	4.0638	0.9733	0.2674	1.0825	0.797	3.7593	1.7954	1.2101	0.4594	1.6266	0.2804	0.4399	0.2674	1.667	0.8518	0.6501	0.7003	1.0013	1.5124	0.351	0.4026	0.4932	0.8598	1.5253	1.2193	0.8079	0.8143	1.0673	0.5025	0.9541	0.682	0.6024	1.1721	0.6932	0.9721	0.9378	1.2478	0.7164	1.5552	0.7814	1.0289	6.2007	2.1474	1.2101	1.8054	1.3294	1.1426	0.5441
TAG51:4-FA20:4	0.8505	1.5087	1.2458	0.7912	0.9284	1.1909	1.7212	0.8063	2.3855	1.3111	1.5985	1.1946	1.0686	0.8496	0.8963	0.7866	0.754	1.4015	1.0512	0.4829	1.7191	0.7828	2.7322	0.9735	1.4299	0.7687	1.1523	0.581	1.0042	0.8456	0.9844	1.0435	0.7243	0.4829	0.7984	1.1451	0.6973	0.7542	0.6515	0.7756	1.0616	0.9205	1.1146	0.9258	0.8682	0.9196	0.8693	0.7308	0.9126	1.0535	0.6426	1.2878	1.3264	1.4625	1.0284	0.8179	1.409	1.106	0.7061	2.3555	1.1927	1.5464	0.9526	0.8645	0.8235
TAG51:5-FA18:2	1.4268	0.7594	0.9551	0.2198	3.1066	2.2439	2.2505	0.2287	2.9045	1.6871	1.9108	0.516	0.3422	0.2643	5.212	1.4809	1.538	2.8547	0.8022	0.1377	0.8173	0.5975	4.3708	1.149	1.7168	0.3834	1.2174	0.3089	0.4096	0.1377	0.7865	1.7789	0.6865	0.5567	0.7235	0.9991	0.4242	0.434	0.1938	1.2128	2.176	0.507	1.0211	1.7139	0.5112	0.26	0.8259	0.8077	0.3759	0.7802	0.4332	1.3508	0.5539	2.6603	0.4566	1.0767	1.5834	1.3526	0.8896	1.6052	4.0033	1.5787	1.067	1.643	1.0727
TAG51:5-FA18:3	0.8102	1.4665	0.6084	0.4297	3.2267	2.2405	1.9933	0.4063	1.8865	1.2901	1.3741	0.5964	0.4964	0.3419	2.8789	0.9271	1.1355	6.1742	0.5763	0.1838	1.1675	0.5673	2.0927	1.3931	1.6235	0.4987	1.0424	0.3804	0.5894	0.1838	1.0406	1.1771	0.7171	0.8322	0.8824	1.1405	0.4631	0.4432	0.2186	0.5937	1.1801	0.8397	1.0367	1.3993	0.8527	0.4568	0.5703	0.489	0.464	0.6541	0.4732	0.9272	0.8685	1.7143	0.5129	1.2192	1.0327	1.0631	3.0952	1.6098	1.7432	1.1358	1.1127	1.1195	0.5306
TAG52:0-FA16:0	0.9719	2.1004	4.6056	0.7082	0.2581	2.0938	1.0073	0.0779	1.2417	2.5969	8.0622	0.2547	0.7453	2.2281	17.4777	2.356	17.7524	15.0373	2.2881	0.0341	5.1817	0.0415	4.509	2.5243	6.7026	0.0893	0.2777	0.1234	0.0402	0.2562	0.1271	4.2516	2.5113	0.1727	0.4872	7.5765	0.08	0.0341	2.014	1.3666	2.2142	1.8022	1.8617	0.6885	1.1271	0.414	0.0552	0.4652	1.2841	0.8226	0.0925	0.0785	0.0523	9.4864	3.7965	0.7323	4.4426	1.4574	0.0635	0.5976	2.8899	1.4254	1.6306	0.2328	0.0372
