out,3003,3004,3005,3007,3008,3009,3012,3013,3014,3016,3020,3021,3022,3023,3025,3026,3027,3028,3029,3030,3031,3032,3033,3036,3037,3039,3042,3043,3044,3046,3047,3048,3049,3003A,3003B,3004A,3004B,3005A,3005B,3007A,3007B,3008A,3008B,3009A,3009B,3012A,3012B,3013A,3013B,3014A,3014B,3016A,3016B,3020A,3020B,3021A,3021B,3022A,3022B,3023A,3023B,3025A,3025B,3026A,3026B,3027A,3027B,3028A,3028B,3029A,3029B,3030A,3030B,3031A,3031B,3032A,3032B,3033A,3033B,3036A,3036B,3037A,3037B,3039A,3039B,3042A,3042B,3043A,3043B,3044A,3044B,3046A,3046B,3047B,3048A,3048B,3049A,3049B
Clostridium_symbiosum,0.03648,0,0,0.09696,0,0,0,0.01565,0,0,0.00363,0,0,0.08868,0,0,0,0,0,0.00719,0.06067,0,0,0,0.00171,0,0.04848,0,0,0.00512,0.06333,0,0,0,0,0.37119,0,0,0,0.21913,0.09135,0,0,0,0,0.01888,0.01572,0.04344,0.06743,0,0,0,0,0,0,0.25689,0.06374,0,0,0,0.01942,0,0,0.00513,0,0,0,0,0,0,0,0.00228,0,0.0419,0,0,0,0.00195,0.02404,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0.05777,0,0,0,0
Turicimonas_muris,0,0.01272,0,0,0.09741,0,0,0.20139,0,0,0,0.18142,0,0,0,0,0,0.00839,0.05048,0,0,0,0.00686,0,0,0.0042,0,0,0,0,0.12696,0.00346,0.03253,0,0.00735,0,0,0,0,0,0,0.16299,0.05678,0,0,0,0.01507,0.05081,0.03564,0,0,0,0,0,0,0.13828,0.07149,0,0,0,0,0,0,0,0,0,0,0.0346,0,0,0.00403,0,0,0,0,0,0,0.04647,0.03931,0,0,0,0,0.00495,0,0,0,0.05253,0,0,0.00237,0,0,0.24878,0,0,0,0
Hungatella_hathewayi,0,0.15501,0,0.16323,0,0,0,0,0,0,0.09234,0.05476,0,0,0,0.00931,0,0,0,0.00544,0,0.00663,0,0,0.01724,0,0,0.02346,0.00618,0.00035,0.12995,0,0,0,0,0,0,0,0,0.02053,0.00405,0,0,0,0,0,0,0,0.00033,0,0,0,0,0,0,0.0891,0.00951,0,0,0,0,0,0,0.01122,0,0.00831,0,0,0,0,0,0,0,0.18992,0,0,0,0.01104,0.00989,0,0.04589,0,0,0,0,0,0,0,0.00474,0.5965,0,0,0.0039,0.01676,0.00628,0,0,0
Parabacteroides_goldsteinii,0,0.05802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292,0.66941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denitrobacterium_detoxificans,0.00665,0.00909,0.01154,0.02388,0.00698,0.0122,0,0.00208,0.00894,0,0.02898,0,0.00784,0.00724,0,0.02893,0,0.01859,0.00566,0.01006,0.00771,0.01818,0.02249,0.05023,0.0199,0.01742,0.03064,0.02532,0.03591,0,0.00202,0.00771,0.0117,0.00463,0.06925,0,0.01484,0.00947,0.02412,0.00666,0,0.00392,0.02584,0,0,0.0013,0,0.00426,0.01837,0.00166,0.00599,0,0,0.02766,0.01261,0.02464,0.03529,0.00622,0.00272,0.00087,0,0.00871,0.02804,0.02215,0.00562,0.00268,0,0.01265,0.01419,0.01443,0.04627,0.006,0.00993,0.0119,0.01081,0.03616,0.00898,0.01065,0.02797,0.0922,0.12178,0,0,0.149,0.03175,0.02126,0.02101,0.0044,0.02588,0.01786,0.02378,0.01579,0,0.0059,0.03243,0.01751,0.01991,0.00122
Catenibacterium_mitsuokai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87342,0.19772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalitalea_cylindroides,0,0,0,0,0,0,0,0,0.45506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0673,0.04717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_perfringens,0,0,0,0,0,0.14522,0,0,0,0,0,0,0.06145,0,0,0,0,0,0,0,0,0.94858,0,0,0,0,0,0,0,0,0,0,0,0,0.01424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0
Bacteroides_salyersiae,0,0,0,0,0,0,0,0.85061,0,0,0.04263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09093,0.02101,0,0,0,0.18268,0.14552,0.18706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_gordonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45172,0.05346,0,0,0,0.12892,0.01628,0,0,0,0.01129,0.02298,0,0,0,0.01446,0,0,0,0,0.00544,0,0,0,0,0,0.00987,0,0,0,0,0,0,0.01205,0.00854,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0.17004,0.37877,0,0,0,0.03098,0,0,0,0,0.02355,0,0.00164,0,0,0,0,0,0,0,0,0.00809,0.01995,0.01347,0,0,0,0,0,0,0.00991,0,0
Mogibacterium_diversum,0,0.00158,0,0,0,0,0,0,0.00552,0,0,0,0,0.00077,0,0.00938,0,0.00303,0,0,0,0,0,0.05591,0,0,0,0.0011,0,0,0,0,0,0,0.04756,0,0.02206,0,0.00822,0,0,0,0.0875,0,0.86885,0,0,0,0,0.00196,0.00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0.06088,0,0,0,0,0,0,0,0,0.00768,0.01153,0,0.06866,0,0,0,0,0,0,0,0,0.00617,0,0,0.00748,0.00058,0,0
Blautia_sp_CAG_257,0,0.018,0,0.42179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63347,0,0,0.01166,0,0,0.01605,0,0.00621,0,0,0.04805,0.07843,0,0,0,0,0,0,0.00308,0,0,0,0,0,0,0,0,0.02661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624,0,0,0.00385,0,0,0,0,0
Butyrivibrio_sp_CAG_318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21923,0.85526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_sp_885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36238,0.16233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawsonella_clevelandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0,0,0.25505,0,0,0,0,0,0,0,0,0,0,0,0.01033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94538,0,0.01628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0
Prevotella_sp_CAG_891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704,0.33947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestinimonas_butyriciproducens,0.12381,0,0,0.22037,0,0,0,0,0,0.02067,0,0,0,0,0,0,0,0,0.00544,0.03046,0,0.03305,0,0,0,0,0,0,0,0,0,0,0,0.26291,0,0,0,0,0,0.07282,0.03125,0,0,0,0,0,0,0,0.04939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07965,0.07328,0,0,0,0,0,0.01985,0,0,0.00286,0,0.09442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_australis,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0.11757,0,0,0.03031,0.00451,0,0,0.03648,0,0,0.03427,0,0,0.163,0,0,0,0,0,0,0,0.04229,0,0.07555,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0.01762,0,0,0,0,0,0,0.00144,0,0.00699,0,0,0,0,0,0.09458,0.23302,0,0,0,0,0.00136,0,0.00477,0,0,0,0,0,0,0.00494,0,0,0,0,0.17443,0.05107,0,0,0,0,0.0023,0,0,0,0,0,0
Veillonella_dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02502,0,0,0,0,0,0,0.01538,0,0.01704,0,0,0,0,0,0,0.02523,0.01373,0,0,0,0,0.51965,0.04123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04722,0,0,0,0,0,0,0,0,0.09903,0,0,0,0,0,0,0.03115,0,0,0,0,0,0.09363,0.03399,0,0,0.06763,0.0083,0,0,0,0,0,0,0.02783,0,0,0,0,0,0.01476,0,0,0,0,0,0
Veillonella_atypica,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0,0,0.2307,0.00896,0.4845,0.00776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369,0,0,0,0,0,0,0,0.00273,0.1711,0,0,0,0,0,0,0.01338,0,0,0,0,0,0,0.00173,0,0,0,0,0,0,0,0,0,0,0.00657,0,0,0,0,0,0,0,0,0,0,0,0
Butyricimonas_virosa,0,0,0.12942,0.06663,0.00949,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17641,0.42233,0.09592,0.09931,0,0,0,0,0,0,0,0,0,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_sanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0.00978,0.01501,0,0,0.16179,0,0,0,0.00883,0.0473,0.04275,0,0,0,0.02345,0.0204,0,0,0,0,0,0,0.04342,0,0.05786,0,0,0,0,0,0.07268,0,0,0,0,0,0.01107,0,0,0,0,0,0,0,0.02072,0,0,0,0,0,0,0,0,0.08247,0.12534,0,0,0,0.05069,0,0,0,0.0119,0.04762,0,0,0,0,0,0,0,0.03422,0,0,0.01072,0,0.00777,0.01452,0.00806,0,0,0,0.02188,0.00795,0,0.04218
Haemophilus_sp_HMSC71H05,0,0,0,0,0,0,0.00518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962,0,0,0.02257,0.0125,0,0,0,0,0,0,0,0,0,0.03769,0,0,0.00257,0,0,0,0,0,0.00631,0,0,0,0,0,0.07467,0,0,0,0,0,0,0,0,0,0.74084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0.06087,0,0,0,0,0.00507,0,0,0,0,0.00449,0,0,0,0,0
Bilophila_wadsworthia,0.0021,0.01985,0,0,0.00469,0,0.03059,0.00871,0,0,0.00642,0.03972,0,0.03951,0,0.00725,0,0,0,0,0.00827,0.01304,0.01414,0,0,0,0.0187,0,0,0,0,0,0,0,0.01018,0,0.00913,0,0,0,0,0.02392,0.12187,0,0,0.00072,0.15695,0,0.02388,0,0,0,0.00537,0,0.13059,0.05929,0.03744,0,0,0,0.04448,0,0,0.01389,0.00806,0,0,0,0,0,0,0,0.005,0.00049,0,0.00074,0.04441,0.01972,0.03409,0,0,0,0,0,0,0,0,0,0.00566,0,0,0,0,0,0,0,0.00743,0
Candidatus_Stoquefichus_sp_KLE1796,0,0,0,0.22906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02144,0.01947,0,0.00352,0,0.10069,0,0,0.02618,0,0,0,0.01908,0,0,0.0526,0,0,0,0,0,0,0,0.03916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02395,0,0,0,0,0,0,0.00043,0,0,0.04398,0.33038,0,0,0,0,0,0.04521,0,0,0,0,0,0,0,0.011,0,0,0,0.00593,0
Clostridium_bolteae,0.01226,0,0,0.00198,0.01568,0,0,0,0,0,0.03803,0.00668,0,0.00843,0,0,0,0,0,0,0.39948,0,0,0,0.00257,0.00571,0,0,0.01151,0,0.07694,0,0,0,0,0.00238,0,0.01075,0.01624,0.01768,0,0.02945,0.04208,0,0,0,0.00879,0.04859,0.04743,0,0,0,0,0,0,0.02403,0,0,0,0,0.00233,0,0,0,0,0.06712,0,0,0,0,0,0,0,0.02114,0.01589,0,0,0,0.00913,0,0,0,0,0,0.00213,0,0,0,0,0,0,0,0.01308,0.01078,0,0,0,0
Roseburia_sp_CAG_309,0.06473,0,0,0,0,0.10008,0.04667,0,0,0,0,0,0,0,0,0,0.06994,0,0,0,0,0,0,0.00433,0,0.14801,0,0,0,0,0,0,0,0.01456,0,0,0,0,0,0,0,0,0,0.04473,0,0.00251,0,0,0,0,0,0,0.32396,0,0,0,0,0,0,0,0,0,0,0,0,0.01375,0.01414,0,0,0,0,0,0,0,0,0,0,0,0.05318,0.01744,0.01509,0,0,0.02318,0.01074,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_sp_oral_taxon_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033,0,0,0.00516,0,0,0.0245,0,0,0,0.00351,0,0,0,0.00325,0,0,0.01496,0.0717,0.00739,0,0,0,0,0,0.12485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12992,0,0,0,0.00522,0.001,0,0,0,0.03021,0.11958,0,0,0,0,0,0,0,0,0.06439,0.07054,0.00051,0,0,0.24337,0.03776,0.00498,0
Streptococcus_oralis,0,0,0,0,0,0,0,0,0,0,0.0066,0,0.0062,0,0,0,0,0.02561,0,0,0,0.01878,0.00053,0,0,0,0,0.01614,0,0,0,0,0,0,0.07727,0,0.38402,0,0.04405,0,0,0,0.04257,0,0,0,0,0,0,0.00939,0.04236,0,0,0,0,0,0.02574,0,0,0,0,0,0,0.00231,0,0.04444,0.10787,0,0,0.03847,0.00852,0,0,0,0.00425,0,0,0,0,0,0,0,0,0,0,0.01957,0.00714,0,0,0,0,0.01006,0,0,0,0,0,0
Clostridium_sp_CAG_167,0,0,0,0,0,0,0,0.16287,0,0,0,0,0,0,0,0,0,0.1036,0,0.00072,0,0,0,0.00164,0,0.05484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02383,0,0,0,0.00111,0.22764,0,0,0,0,0,0,0.0376,0.00297,0,0,0.10191,0.10348,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemella_haemolysans,0,0.00975,0,0,0,0.01152,0,0,0.00871,0,0,0,0.00847,0.00361,0,0.00507,0.04543,0.02571,0.01508,0.01151,0,0,0.00672,0.01546,0.0094,0,0.00682,0.01172,0.00915,0,0,0.00204,0.00933,0,0.02274,0.05818,0.18621,0.02553,0,0,0,0,0.01884,0,0,0.00516,0,0,0,0.00419,0.02717,0,0,0,0,0,0.01415,0.00273,0.00406,0.01289,0,0,0,0.03329,0,0.00545,0.04853,0.00618,0,0,0.11218,0,0,0,0.00482,0,0.00632,0,0,0,0.00883,0.0031,0,0,0.00803,0.03693,0.01505,0.00138,0,0,0,0,0,0,0,0.01936,0,0.01919
Sutterella_parvirubra,0,0,0,0,0,0,0.04824,0,0,0,0,0,0,0,0,0,0,0,0,0.01211,0,0,0,0.00462,0,0,0.04496,0,0,0,0,0,0,0,0,0,0.00829,0,0,0,0,0,0,0,0,0,0.60286,0,0,0,0,0,0.01886,0,0,0,0,0,0,0.00477,0.00154,0,0,0.02178,0.01772,0,0,0,0,0,0,0.07253,0.0055,0,0,0,0,0,0,0,0.00677,0.01809,0,0,0,0,0.01249,0,0,0,0,0,0,0,0,0,0,0
Clostridium_scindens,0.00189,0,0.0112,0.07979,0.01541,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0.002,0,0.0013,0,0,0,0,0,0,0.01264,0.05444,0.00749,0.00271,0,0,0,0.01357,0,0,0,0.03412,0.02994,0.01048,0.01395,0.14809,0,0,0,0,0.33654,0,0,0,0,0,0,0,0,0.00149,0,0,0,0,0,0,0,0,0,0,0.00093,0.01711,0,0.00866,0,0,0.00208,0.00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132,0.01145,0.0068,0,0.00502,0.01166,0,0,0,0
Prevotella_buccalis,0,0,0.05915,0,0,0,0,0,0.01125,0,0,0,0,0.00062,0,0,0,0,0,0.08962,0.00147,0.20854,0,0.00607,0,0.01528,0.00491,0,0,0,0,0,0.00826,0,0,0,0,0,0.0254,0.03135,0,0,0,0,0,0,0,0.00995,0,0,0.00424,0,0,0,0,0.16713,0.00605,0.01251,0,0,0,0,0.00381,0.00181,0,0,0.04181,0,0,0,0,0.04114,0,0,0,0,0.0116,0,0.00735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626,0.07313,0.03422
Rothia_mucilaginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0.00301,0.03418,0.00816,0.04566,0,0,0,0,0,0,0,0,0,0,0,0.05788,0.09376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03732,0,0,0,0,0.04029,0.00157,0,0,0,0.0244,0,0.4292,0,0,0.02297,0.02216,0,0,0,0.00053,0.04559,0,0,0,0,0,0.00663
Firmicutes_bacterium_CAG_95,0,0,0,0,0,0.3069,0,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01886,0.1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04291,0,0,0,0,0,0,0,0,0,0.02915,0,0,0,0,0,0,0.11929,0.20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bifidobacterium_dentium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03963,0,0,0,0,0.00063,0.29769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09853,0,0,0,0,0,0,0,0,0,0,0.00936,0.35698,0.05701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacillus_cateniformis,0,0,0.00329,0,0,0,0,0,0,0,0.59397,0,0,0,0,0,0,0,0,0,0,0,0,0.02041,0.01229,0,0,0.05545,0.01269,0,0,0,0,0,0,0,0,0.00192,0.00195,0,0,0,0,0,0,0,0,0,0.02303,0,0,0,0,0,0.01065,0.03802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05926,0,0,0,0,0,0,0,0,0,0.01694,0,0,0,0,0,0,0,0.00812
Eisenbergiella_massiliensis,0.17378,0.04937,0,0.2657,0,0,0,0.28884,0,0,0,0,0,0,0,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02724,0.00395,0,0,0,0,0,0,0,0.02109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_infirmum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0.80504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_sp_HMSC035G02,0,0.00709,0,0,0,0,0,0,0.01342,0,0.00244,0,0,0.00467,0,0.06277,0,0.01495,0,0,0.01249,0,0.00763,0.0243,0,0,0,0.01004,0,0,0,0,0,0,0.07473,0.02497,0.0386,0,0.01379,0,0,0,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0.00102,0,0,0.01172,0,0,0,0,0,0,0,0.00433,0.00341,0,0.27068,0,0,0.01369,0,0.01237,0.0192,0.00286,0,0.02887,0.02313,0,0,0,0,0.00123,0.00084,0,0.00205,0.00766,0.00558,0.01329,0,0.00134,0.01921,0,0.01444,0
Blautia_hydrogenotrophica,0,0,0.03264,0.08556,0,0,0,0,0,0,0,0,0.00033,0,0,0.10893,0,0,0,0,0.01936,0.01986,0,0.00663,0,0,0,0.00413,0,0,0,0.00128,0,0,0,0,0,0.02184,0.12541,0.155,0.02979,0,0,0,0,0,0,0.01809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06428,0.00944,0,0,0,0,0,0,0,0,0,0.00575,0.0323,0.00645,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0
Actinomyces_oris,0,0.00878,0,0,0,0,0,0,0.01184,0,0,0,0.00074,0.00182,0,0.06839,0,0.01044,0,0.00378,0.01769,0.03566,0,0.00852,0,0,0,0.05529,0.00637,0,0,0,0,0,0.04503,0.03424,0,0,0.01395,0,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0.01042,0,0,0,0,0.01313,0,0.10888,0.00766,0,0.01169,0.00063,0.04889,0.06886,0,0,0.01479,0.00858,0,0,0.00369,0.00663,0,0.00789,0,0.02142,0,0.00804,0.01203,0,0,0.03091,0.00352,0.01678,0
Streptococcus_infantis,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0.03823,0,0,0,0.0075,0,0,0.00647,0,0,0,0,0,0.01809,0,0,0,0,0,0,0,0.01545,0.01887,0.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02496,0.04935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25308,0,0,0.02369,0.00164,0,0,0,0,0.05976,0,0,0,0.00865,0,0
Haemophilus_sputorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29332,0,0,0,0,0,0,0.12618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21176,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_graevenitzii,0,0.0309,0,0,0,0,0,0,0,0.00526,0,0,0,0.00963,0,0.03494,0,0,0,0,0.03479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.06545,0.0661,0,0.00798,0,0,0,0.11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01907,0,0,0.01969,0,0,0,0,0,0,0,0,0,0,0.17881,0,0,0.01568,0,0,0,0,0,0,0,0,0,0,0,0.00118,0,0,0,0,0,0.03059,0,0,0,0.00926,0,0
Haemophilus_parahaemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60528,0,0,0,0,0,0,0,0,0,0,0,0
Limnochorda_pilosa,0.00654,0.01486,0.0111,0.00411,0.00474,0,0,0,0.00464,0,0.01219,0,0.00173,0.00634,0,0.01131,0,0.00165,0,0.00534,0.00445,0.01823,0.00835,0.01174,0.00458,0,0.01048,0.00336,0.01229,0.00186,0.01808,0,0.01121,0.0082,0.00329,0,0.00149,0.00656,0.00857,0.00912,0,0,0,0,0.04079,0,0.0044,0.0041,0.00755,0,0,0,0.00269,0,0,0.01344,0.01244,0.00132,0.00466,0.00439,0.00342,0,0,0.01766,0.01732,0,0,0.01639,0.00817,0,0.01163,0.00391,0.00353,0,0.00296,0.00752,0.01663,0,0.0067,0.00349,0.00203,0,0.03052,0.01573,0,0,0.00328,0.00386,0.0024,0.03049,0.02103,0.00251,0.00245,0.01843,0.0143,0.00978,0.00243,0
Lawsonibacter_asaccharolyticus,0,0,0,0,0,0,0,0,0,0.00101,0,0.00444,0,0,0,0.01204,0,0,0,0,0.05215,0,0.08691,0,0,0,0.00153,0,0,0.1171,0,0,0,0,0,0,0,0,0,0.0408,0.00349,0,0,0,0,0.00796,0,0.01227,0,0,0,0,0,0,0,0.01801,0.00686,0,0,0,0,0,0,0.01011,0.01434,0,0,0,0.00852,0,0,0,0,0,0.02007,0,0,0.0467,0.09812,0,0,0,0,0.03117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_galacturonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.05118,0,0,0,0,0.07575,0,0,0.00647,0,0,0,0,0,0,0,0.00393,0,0.03005,0,0.00199,0.17315,0,0,0,0.00492,0.00174,0,0,0,0,0,0,0,0,0,0,0,0.00482,0,0,0,0.00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01649,0.0046,0,0,0,0,0,0,0,0,0.18471,0,0,0,0
Bifidobacterium_breve,0,0,0,0.00523,0,0,0,0,0,0,0,0,0,0.03038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408,0,0,0,0,0,0,0,0,0,0,0.01078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617,0,0.07235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22417,0,0.11163,0.07039,0,0,0,0,0,0,0
